genus,species,mass_g,kingdom,phylum,class,order,family
Mormopterus,Mormopterus phrudus,7.705,Animalia,Chordata,Mammalia,Chiroptera,Molossidae
Mormyrops,Mormyrops anguilloides,13750.0,Animalia,Chordata,Actinopterygii,Osteoglossiformes,Mormyridae
Mormyrus,Mormyrus kannume,656.0,Animalia,Chordata,Actinopterygii,Osteoglossiformes,Mormyridae
Mormyrus,Mormyrus lacerda,2000.0,Animalia,Chordata,Actinopterygii,Osteoglossiformes,Mormyridae
Mormyrus,Mormyrus longirostris,9970.0,Animalia,Chordata,Actinopterygii,Osteoglossiformes,Mormyridae
Mormyrus,Mormyrus rume,2365.0,Animalia,Chordata,Actinopterygii,Osteoglossiformes,Mormyridae
Morococcyx,Morococcyx erythropygus,64.87,Animalia,Chordata,Aves,Cuculiformes,Cuculidae
Morone,Morone americana,5456.0,Animalia,Chordata,Actinopterygii,Perciformes,Moronidae
Morone,Morone mississippiensis,3605.0,Animalia,Chordata,Actinopterygii,Perciformes,Moronidae
Morone,Morone saxatilis,24050.0,Animalia,Chordata,Actinopterygii,Perciformes,Moronidae
Moroteuthopsis,Moroteuthopsis ingens,4000.0,Animalia,Mollusca,Cephalopoda,Oegopsida,Onychoteuthidae
Moroteuthopsis,Moroteuthopsis longimana,509.4,Animalia,Mollusca,Cephalopoda,Oegopsida,Onychoteuthidae
Morphnus,Morphnus guianensis,1750.0,Animalia,Chordata,Aves,Accipitriformes,Accipitridae
Morunasaurus,Morunasaurus annularis,78.79,Animalia,Chordata,Reptilia,Squamata,Hoplocercidae
Morunasaurus,Morunasaurus peruvianus,112.7,Animalia,Chordata,Reptilia,Squamata,Hoplocercidae
Morus,Morus bassanus,2768.0,Animalia,Chordata,Aves,Suliformes,Sulidae
Morus,Morus capensis,2617.0,Animalia,Chordata,Aves,Suliformes,Sulidae
Morus,Morus serrator,1998.0,Animalia,Chordata,Aves,Suliformes,Sulidae
Moschiola,Moschiola indica,3000.0,Animalia,Chordata,Mammalia,Artiodactyla,Tragulidae
Moschiola,Moschiola meminna,2613.0,Animalia,Chordata,Mammalia,Artiodactyla,Tragulidae
Moschus,Moschus anhuiensis,10440.0,Animalia,Chordata,Mammalia,Artiodactyla,Moschidae
Moschus,Moschus berezovskii,10830.0,Animalia,Chordata,Mammalia,Artiodactyla,Moschidae
Moschus,Moschus cupreus,13700.0,Animalia,Chordata,Mammalia,Artiodactyla,Moschidae
Moschus,Moschus leucogaster,14350.0,Animalia,Chordata,Mammalia,Artiodactyla,Moschidae
Moschus,Moschus moschiferus,13040.0,Animalia,Chordata,Mammalia,Artiodactyla,Moschidae
Motacilla,Motacilla aguimp,27.01,Animalia,Chordata,Aves,Passeriformes,Motacillidae
Motacilla,Motacilla alba,21.36,Animalia,Chordata,Aves,Passeriformes,Motacillidae
Motacilla,Motacilla capensis,20.88,Animalia,Chordata,Aves,Passeriformes,Motacillidae
Motacilla,Motacilla cinerea,17.22,Animalia,Chordata,Aves,Passeriformes,Motacillidae
Motacilla,Motacilla citreola,20.06,Animalia,Chordata,Aves,Passeriformes,Motacillidae
Motacilla,Motacilla clara,18.24,Animalia,Chordata,Aves,Passeriformes,Motacillidae
Motacilla,Motacilla flava,16.18,Animalia,Chordata,Aves,Passeriformes,Motacillidae
Motacilla,Motacilla flaviventris,22.55,Animalia,Chordata,Aves,Passeriformes,Motacillidae
Motacilla,Motacilla grandis,30.23,Animalia,Chordata,Aves,Passeriformes,Motacillidae
Motacilla,Motacilla maderaspatensis,30.62,Animalia,Chordata,Aves,Passeriformes,Motacillidae
Motacilla,Motacilla samveasnae,22.7,Animalia,Chordata,Aves,Passeriformes,Motacillidae
Motacilla,Motacilla tschutschensis,17.12,Animalia,Chordata,Aves,Passeriformes,Motacillidae
Moupinia,Moupinia poecilotis,18.71,Animalia,Chordata,Aves,Passeriformes,Sylviidae
Moxostoma,Moxostoma anisurum,8763.0,Animalia,Chordata,Actinopterygii,Cypriniformes,Catostomidae
Moxostoma,Moxostoma breviceps,725.0,Animalia,Chordata,Actinopterygii,Cypriniformes,Catostomidae
Moxostoma,Moxostoma carinatum,3896.0,Animalia,Chordata,Actinopterygii,Cypriniformes,Catostomidae
Moxostoma,Moxostoma congestum,2003.0,Animalia,Chordata,Actinopterygii,Cypriniformes,Catostomidae
Moxostoma,Moxostoma duquesnii,1250.0,Animalia,Chordata,Actinopterygii,Cypriniformes,Catostomidae
Moxostoma,Moxostoma erythrurum,2234.0,Animalia,Chordata,Actinopterygii,Cypriniformes,Catostomidae
Moxostoma,Moxostoma macrolepidotum,6491.0,Animalia,Chordata,Actinopterygii,Cypriniformes,Catostomidae
Moxostoma,Moxostoma poecilurum,1379.0,Animalia,Chordata,Actinopterygii,Cypriniformes,Catostomidae
Moxostoma,Moxostoma valenciennesi,5360.0,Animalia,Chordata,Actinopterygii,Cypriniformes,Catostomidae
Mucrosomia,Mucrosomia garretti,5.96e-06,Animalia,Arthropoda,Collembola,Entomobryomorpha,Isotomidae
Mugil,Mugil bananensis,163.5,Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae
Mugil,Mugil cephalus,3198.0,Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae
Mugil,Mugil curema,68.2,Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae
Mugil,Mugil liza,110.8,Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae
Mugil,Mugil macrolepis,39.27,Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae
Mugilogobius,Mugilogobius abei,0.9,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Mugilogobius,Mugilogobius chulae,0.5,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Mugilogobius,Mugilogobius myxodermus,1.5,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Muhtarophis,Muhtarophis barani,11.6,Animalia,Chordata,Reptilia,Squamata,Colubridae
Muknalia,Muknalia minima,20500.0,Animalia,Chordata,Mammalia,Artiodactyla,Tayassuidae
Mulinia,Mulinia lateralis,0.01183,Animalia,Mollusca,Bivalvia,Venerida,Mactridae
Mulleripicus,Mulleripicus fulvus,312.3,Animalia,Chordata,Aves,Piciformes,Picidae
Mulleripicus,Mulleripicus funebris,164.0,Animalia,Chordata,Aves,Piciformes,Picidae
Mulleripicus,Mulleripicus pulverulentus,456.1,Animalia,Chordata,Aves,Piciformes,Picidae
Mulloidichthys,Mulloidichthys flavolineatus,423.3,Animalia,Chordata,Actinopterygii,Perciformes,Mullidae
Mulloidichthys,Mulloidichthys martinicus,231.0,Animalia,Chordata,Actinopterygii,Perciformes,Mullidae
Mulloidichthys,Mulloidichthys vanicolensis,652.7,Animalia,Chordata,Actinopterygii,Perciformes,Mullidae
Mullus,Mullus auratus,51.34,Animalia,Chordata,Actinopterygii,Perciformes,Mullidae
Mullus,Mullus barbatus,223.4,Animalia,Chordata,Actinopterygii,Perciformes,Mullidae
Mullus,Mullus surmuletus,625.8,Animalia,Chordata,Actinopterygii,Perciformes,Mullidae
Multareoides,Multareoides bifurcatus,0.00134,Animalia,Arthropoda,Insecta,Hemiptera,Membracidae
Mungos,Mungos gambianus,1548.0,Animalia,Chordata,Mammalia,Carnivora,Herpestidae
Mungos,Mungos mungo,2721.0,Animalia,Chordata,Mammalia,Carnivora,Herpestidae
Mungotictis,Mungotictis decemlineata,664.2,Animalia,Chordata,Mammalia,Carnivora,Eupleridae
Munidopsis,Munidopsis verrilli,5.62,Animalia,Arthropoda,Malacostraca,Decapoda,Munidopsidae
Munna,Munna globicauda,0.0052,Animalia,Arthropoda,Malacostraca,Isopoda,Munnidae
Muntiacus,Muntiacus atherodes,16410.0,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae
Muntiacus,Muntiacus crinifrons,26130.0,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae
Muntiacus,Muntiacus feae,22000.0,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae
Muntiacus,Muntiacus gongshanensis,19600.0,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae
Muntiacus,Muntiacus muntjak,18720.0,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae
Muntiacus,Muntiacus putaoensis,12000.0,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae
Muntiacus,Muntiacus reevesi,14440.0,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae
Muntiacus,Muntiacus rooseveltorum,13530.0,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae
Muntiacus,Muntiacus truongsonensis,15000.0,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae
Muraena,Muraena helena,4872.0,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae
Muraena,Muraena lentiginosa,3.3,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae
Muraenesox,Muraenesox bagio,17980.0,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenesocidae
Muraenesox,Muraenesox cinereus,43910.0,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenesocidae
Muraenolepis,Muraenolepis microps,490.0,Animalia,Chordata,Actinopterygii,Gadiformes,Muraenolepididae
Muraenolepis,Muraenolepis orangiensis,158.0,Animalia,Chordata,Actinopterygii,Gadiformes,Muraenolepididae
Murexechinus,Murexechinus melanurus,40.21,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae
Murexia,Murexia longicaudata,221.7,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae
Muriculus,Muriculus imberbis,18.5,Animalia,Chordata,Mammalia,Rodentia,Muridae
Murina,Murina aenea,7.425,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae
Murina,Murina cyclotis,9.566,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae
Murina,Murina florium,4.32,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae
Murina,Murina fusca,7.17,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae
Murina,Murina harrisoni,4.3,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae
Murina,Murina hilgendorfi,7.82,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae
Murina,Murina leucogaster,7.547,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae
Murina,Murina puta,7.605,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae
Murina,Murina rozendaali,4.92,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae
Murina,Murina ryukyuana,4.5,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae
Murina,Murina shuipuensis,6.2,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae
Murina,Murina suilla,3.801,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae
Murina,Murina tenebrosa,5.04,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae
Murina,Murina tubinaris,5.635,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae
Mus,Mus baoulei,7.1,Animalia,Chordata,Mammalia,Rodentia,Muridae
Mus,Mus booduga,11.49,Animalia,Chordata,Mammalia,Rodentia,Muridae
Mus,Mus bufo,9.493,Animalia,Chordata,Mammalia,Rodentia,Muridae
Mus,Mus callewaerti,21.9,Animalia,Chordata,Mammalia,Rodentia,Muridae
Mus,Mus caroli,12.49,Animalia,Chordata,Mammalia,Rodentia,Muridae
Mus,Mus cookii,20.49,Animalia,Chordata,Mammalia,Rodentia,Muridae
Mus,Mus cypriacus,50.6,Animalia,Chordata,Mammalia,Rodentia,Muridae
Mus,Mus famulus,22.89,Animalia,Chordata,Mammalia,Rodentia,Muridae
Mus,Mus fernandoni,21.6,Animalia,Chordata,Mammalia,Rodentia,Muridae
Mus,Mus fragilicauda,16.65,Animalia,Chordata,Mammalia,Rodentia,Muridae
Mus,Mus goundae,6.3,Animalia,Chordata,Mammalia,Rodentia,Muridae
Mus,Mus haussa,4.2,Animalia,Chordata,Mammalia,Rodentia,Muridae
Mus,Mus indutus,6.342,Animalia,Chordata,Mammalia,Rodentia,Muridae
Mus,Mus macedonicus,16.83,Animalia,Chordata,Mammalia,Rodentia,Muridae
Mus,Mus mattheyi,4.5,Animalia,Chordata,Mammalia,Rodentia,Muridae
Mus,Mus mayori,29.4,Animalia,Chordata,Mammalia,Rodentia,Muridae
Mus,Mus minutoides,7.221,Animalia,Chordata,Mammalia,Rodentia,Muridae
Mus,Mus musculus,17.91,Animalia,Chordata,Mammalia,Rodentia,Muridae
Mus,Mus neavei,6.492,Animalia,Chordata,Mammalia,Rodentia,Muridae
Mus,Mus orangiae,6.792,Animalia,Chordata,Mammalia,Rodentia,Muridae
Mus,Mus oubanguii,7.7,Animalia,Chordata,Mammalia,Rodentia,Muridae
Mus,Mus pahari,25.71,Animalia,Chordata,Mammalia,Rodentia,Muridae
Mus,Mus phillipsi,14.1,Animalia,Chordata,Mammalia,Rodentia,Muridae
Mus,Mus platythrix,26.35,Animalia,Chordata,Mammalia,Rodentia,Muridae
Mus,Mus saxicola,21.4,Animalia,Chordata,Mammalia,Rodentia,Muridae
Mus,Mus setulosus,10.56,Animalia,Chordata,Mammalia,Rodentia,Muridae
Mus,Mus shortridgei,32.61,Animalia,Chordata,Mammalia,Rodentia,Muridae
Mus,Mus sorella,13.12,Animalia,Chordata,Mammalia,Rodentia,Muridae
Mus,Mus spicilegus,15.97,Animalia,Chordata,Mammalia,Rodentia,Muridae
Mus,Mus spretus,14.62,Animalia,Chordata,Mammalia,Rodentia,Muridae
Mus,Mus tenellus,11.0,Animalia,Chordata,Mammalia,Rodentia,Muridae
Mus,Mus terricolor,9.0,Animalia,Chordata,Mammalia,Rodentia,Muridae
Mus,Mus triton,12.73,Animalia,Chordata,Mammalia,Rodentia,Muridae
Mus,Mus vulcani,33.57,Animalia,Chordata,Mammalia,Rodentia,Muridae
Musca,Musca autumnalis,0.022,Animalia,Arthropoda,Insecta,Diptera,Muscidae
Musca,Musca domestica,0.01223,Animalia,Arthropoda,Insecta,Diptera,Muscidae
Muscardinus,Muscardinus avellanarius,24.25,Animalia,Chordata,Mammalia,Rodentia,Gliridae
Muscicapa,Muscicapa adusta,10.68,Animalia,Chordata,Aves,Passeriformes,Muscicapidae
Muscicapa,Muscicapa aquatica,11.5,Animalia,Chordata,Aves,Passeriformes,Muscicapidae
Muscicapa,Muscicapa boehmi,21.22,Animalia,Chordata,Aves,Passeriformes,Muscicapidae
Muscicapa,Muscicapa caerulescens,15.88,Animalia,Chordata,Aves,Passeriformes,Muscicapidae
Muscicapa,Muscicapa cassini,17.77,Animalia,Chordata,Aves,Passeriformes,Muscicapidae
Muscicapa,Muscicapa comitata,14.17,Animalia,Chordata,Aves,Passeriformes,Muscicapidae
Muscicapa,Muscicapa ferruginea,12.0,Animalia,Chordata,Aves,Passeriformes,Muscicapidae
Muscicapa,Muscicapa gambagae,12.74,Animalia,Chordata,Aves,Passeriformes,Muscicapidae
Muscicapa,Muscicapa infuscata,17.7,Animalia,Chordata,Aves,Passeriformes,Muscicapidae
Muscicapa,Muscicapa latirostris,10.27,Animalia,Chordata,Aves,Passeriformes,Muscicapidae
Muscicapa,Muscicapa lendu,17.68,Animalia,Chordata,Aves,Passeriformes,Muscicapidae
Muscicapa,Muscicapa muttui,12.0,Animalia,Chordata,Aves,Passeriformes,Muscicapidae
Muscicapa,Muscicapa olivascens,15.7,Animalia,Chordata,Aves,Passeriformes,Muscicapidae
Muscicapa,Muscicapa randi,15.25,Animalia,Chordata,Aves,Passeriformes,Muscicapidae
Muscicapa,Muscicapa segregata,14.89,Animalia,Chordata,Aves,Passeriformes,Muscicapidae
Muscicapa,Muscicapa sethsmithi,9.091,Animalia,Chordata,Aves,Passeriformes,Muscicapidae
Muscicapa,Muscicapa sibirica,13.13,Animalia,Chordata,Aves,Passeriformes,Muscicapidae
Muscicapa,Muscicapa striata,14.93,Animalia,Chordata,Aves,Passeriformes,Muscicapidae
Muscicapa,Muscicapa tessmanni,16.24,Animalia,Chordata,Aves,Passeriformes,Muscicapidae
Muscicapa,Muscicapa ussheri,17.76,Animalia,Chordata,Aves,Passeriformes,Muscicapidae
Muscicapa,Muscicapa williamsoni,10.38,Animalia,Chordata,Aves,Passeriformes,Muscicapidae
Muscicapella,Muscicapella hodgsoni,11.0,Animalia,Chordata,Aves,Passeriformes,Muscicapidae
Muscigralla,Muscigralla brevicauda,12.61,Animalia,Chordata,Aves,Passeriformes,Tyrannidae
Muscipipra,Muscipipra vetula,27.0,Animalia,Chordata,Aves,Passeriformes,Tyrannidae
Muscisaxicola,Muscisaxicola albifrons,34.0,Animalia,Chordata,Aves,Passeriformes,Tyrannidae
Muscisaxicola,Muscisaxicola albilora,24.54,Animalia,Chordata,Aves,Passeriformes,Tyrannidae
Muscisaxicola,Muscisaxicola alpinus,26.1,Animalia,Chordata,Aves,Passeriformes,Tyrannidae
Muscisaxicola,Muscisaxicola capistratus,26.6,Animalia,Chordata,Aves,Passeriformes,Tyrannidae
Muscisaxicola,Muscisaxicola cinereus,18.46,Animalia,Chordata,Aves,Passeriformes,Tyrannidae
Muscisaxicola,Muscisaxicola flavinucha,36.16,Animalia,Chordata,Aves,Passeriformes,Tyrannidae
Muscisaxicola,Muscisaxicola fluviatilis,14.6,Animalia,Chordata,Aves,Passeriformes,Tyrannidae
Muscisaxicola,Muscisaxicola frontalis,29.34,Animalia,Chordata,Aves,Passeriformes,Tyrannidae
Muscisaxicola,Muscisaxicola griseus,23.13,Animalia,Chordata,Aves,Passeriformes,Tyrannidae
Muscisaxicola,Muscisaxicola juninensis,22.2,Animalia,Chordata,Aves,Passeriformes,Tyrannidae
Muscisaxicola,Muscisaxicola maclovianus,23.8,Animalia,Chordata,Aves,Passeriformes,Tyrannidae
Muscisaxicola,Muscisaxicola maculirostris,14.24,Animalia,Chordata,Aves,Passeriformes,Tyrannidae
Muscisaxicola,Muscisaxicola rufivertex,20.07,Animalia,Chordata,Aves,Passeriformes,Tyrannidae
Musculus,Musculus costulatus,0.00735,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae
Musculus,Musculus discors,0.4189,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae
Musculus,Musculus glacialis,0.1811,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae
Musonycteris,Musonycteris harrisoni,11.31,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae
Musophaga,Musophaga rossae,470.6,Animalia,Chordata,Aves,Musophagiformes,Musophagidae
Musophaga,Musophaga violacea,360.0,Animalia,Chordata,Aves,Musophagiformes,Musophagidae
Mussurana,Mussurana bicolor,280.9,Animalia,Chordata,Reptilia,Squamata,Colubridae
Mussurana,Mussurana montana,248.4,Animalia,Chordata,Reptilia,Squamata,Colubridae
Mussurana,Mussurana quimi,352.8,Animalia,Chordata,Reptilia,Squamata,Colubridae
Mustela,Mustela africana,537.0,Animalia,Chordata,Mammalia,Carnivora,Mustelidae
Mustela,Mustela altaica,186.8,Animalia,Chordata,Mammalia,Carnivora,Mustelidae
Mustela,Mustela erminea,125.5,Animalia,Chordata,Mammalia,Carnivora,Mustelidae
Mustela,Mustela eversmanii,1438.0,Animalia,Chordata,Mammalia,Carnivora,Mustelidae
Mustela,Mustela felipei,211.3,Animalia,Chordata,Mammalia,Carnivora,Mustelidae
Mustela,Mustela frenata,167.4,Animalia,Chordata,Mammalia,Carnivora,Mustelidae
Mustela,Mustela itatsi,424.0,Animalia,Chordata,Mammalia,Carnivora,Mustelidae
Mustela,Mustela lutreola,477.4,Animalia,Chordata,Mammalia,Carnivora,Mustelidae
Mustela,Mustela lutreolina,650.5,Animalia,Chordata,Mammalia,Carnivora,Mustelidae
Mustela,Mustela macrodon,1190.0,Animalia,Chordata,Mammalia,Carnivora,Mustelidae
Mustela,Mustela nudipes,523.1,Animalia,Chordata,Mammalia,Carnivora,Mustelidae
Mustela,Mustela putorius,850.8,Animalia,Chordata,Mammalia,Carnivora,Mustelidae
Mustela,Mustela strigidorsa,1500.0,Animalia,Chordata,Mammalia,Carnivora,Mustelidae
Mustela,Mustela vison,870.6,Animalia,Chordata,Mammalia,Carnivora,Mustelidae
Mustelus,Mustelus antarcticus,16940.0,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae
Mustelus,Mustelus canis,12200.0,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae
Mustelus,Mustelus henlei,730.6,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae
Mustelus,Mustelus higmani,1100.0,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae
Mustelus,Mustelus manazo,15000.0,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae
Mustelus,Mustelus mustelus,9336.0,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae
Muusoctopus,Muusoctopus thielei,130.0,Animalia,Mollusca,Cephalopoda,Octopoda,Enteroctopodidae
Mya,Mya arenaria,17.5,Animalia,Mollusca,Bivalvia,Myida,Myidae
Mya,Mya truncata,8.25,Animalia,Mollusca,Bivalvia,Myida,Myidae
Myadestes,Myadestes coloratus,28.76,Animalia,Chordata,Aves,Passeriformes,Turdidae
Myadestes,Myadestes elisabeth,30.56,Animalia,Chordata,Aves,Passeriformes,Turdidae
Myadestes,Myadestes genibarbis,29.27,Animalia,Chordata,Aves,Passeriformes,Turdidae
Myadestes,Myadestes lanaiensis,34.44,Animalia,Chordata,Aves,Passeriformes,Turdidae
Myadestes,Myadestes melanops,30.6,Animalia,Chordata,Aves,Passeriformes,Turdidae
Myadestes,Myadestes myadestinus,50.0,Animalia,Chordata,Aves,Passeriformes,Turdidae
Myadestes,Myadestes obscurus,50.58,Animalia,Chordata,Aves,Passeriformes,Turdidae
Myadestes,Myadestes occidentalis,43.15,Animalia,Chordata,Aves,Passeriformes,Turdidae
Myadestes,Myadestes palmeri,39.7,Animalia,Chordata,Aves,Passeriformes,Turdidae
Myadestes,Myadestes ralloides,28.58,Animalia,Chordata,Aves,Passeriformes,Turdidae
Myadestes,Myadestes townsendi,33.07,Animalia,Chordata,Aves,Passeriformes,Turdidae
Myadestes,Myadestes unicolor,37.49,Animalia,Chordata,Aves,Passeriformes,Turdidae
Myaka,Myaka myaka,4.2,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae
Mycale,Mycale acerata,12.0,Animalia,Porifera,Demospongiae,Poecilosclerida,Mycalidae
Mycale,Mycale contarenii,18.66,Animalia,Porifera,Demospongiae,Poecilosclerida,Mycalidae
Mycale,Mycale macilenta,25.48,Animalia,Porifera,Demospongiae,Poecilosclerida,Mycalidae
Mycale,Mycale rotalis,18.66,Animalia,Porifera,Demospongiae,Poecilosclerida,Mycalidae
Mycerobas,Mycerobas affinis,77.5,Animalia,Chordata,Aves,Passeriformes,Fringillidae
Mycerobas,Mycerobas carnipes,59.21,Animalia,Chordata,Aves,Passeriformes,Fringillidae
Mycerobas,Mycerobas icterioides,64.15,Animalia,Chordata,Aves,Passeriformes,Fringillidae
Mycerobas,Mycerobas melanozanthos,68.0,Animalia,Chordata,Aves,Passeriformes,Fringillidae
Mycetoporus,Mycetoporus mulsanti,0.0008829,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae
Mycobacterium,Mycobacterium phlei,4e-13,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae
Mycobacterium,Mycobacterium tuberculosis,2e-13,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae
Mycoplasma,Mycoplasma bovis,1.4e-14,Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae
Mycoplasma,Mycoplasma capricolum,6e-14,Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae
Mycoplasma,Mycoplasma gallisepticum,2.6e-13,Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae
Mycoplasma,Mycoplasma pneumoniae,4e-14,Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae
Mycoplasma,Mycoplasma pulmonis,6.54e-14,Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae
Mycteria,Mycteria americana,2144.0,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae
Mycteria,Mycteria cinerea,2393.0,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae
Mycteria,Mycteria ibis,2107.0,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae
Mycteria,Mycteria leucocephala,3260.0,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae
Mycteroperca,Mycteroperca bonaci,59250.0,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae
Mycteroperca,Mycteroperca interstitialis,4155.0,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae
Mycteroperca,Mycteroperca microlepis,16120.0,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae
Mycteroperca,Mycteroperca phenax,8905.0,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae
Mycteroperca,Mycteroperca tigris,1989.0,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae
Mycteroperca,Mycteroperca venenosa,10950.0,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae
Myctophum,Myctophum affine,2.2,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae
Myctophum,Myctophum asperum,6.661,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae
Myctophum,Myctophum aurolaternatum,1.0,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae
Myctophum,Myctophum nitidulum,5.5,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae
Myctophum,Myctophum punctatum,1.65,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae
Myctophum,Myctophum spinosum,1.0,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae
Mydaus,Mydaus javanensis,2500.0,Animalia,Chordata,Mammalia,Carnivora,Mephitidae
Mydaus,Mydaus marchei,1957.0,Animalia,Chordata,Mammalia,Carnivora,Mephitidae
Myersina,Myersina filifer,9.56,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Myersophis,Myersophis alpestris,41.4,Animalia,Chordata,Reptilia,Squamata,Cyclocoridae
Myiagra,Myiagra albiventris,30.82,Animalia,Chordata,Aves,Passeriformes,Monarchidae
Myiagra,Myiagra alecto,23.06,Animalia,Chordata,Aves,Passeriformes,Monarchidae
Myiagra,Myiagra atra,17.89,Animalia,Chordata,Aves,Passeriformes,Monarchidae
Myiagra,Myiagra azureocapilla,12.86,Animalia,Chordata,Aves,Passeriformes,Monarchidae
Myiagra,Myiagra caledonica,10.85,Animalia,Chordata,Aves,Passeriformes,Monarchidae
Myiagra,Myiagra cervinicauda,11.5,Animalia,Chordata,Aves,Passeriformes,Monarchidae
Myiagra,Myiagra cyanoleuca,17.5,Animalia,Chordata,Aves,Passeriformes,Monarchidae
Myiagra,Myiagra erythrops,17.89,Animalia,Chordata,Aves,Passeriformes,Monarchidae
Myiagra,Myiagra ferrocyanea,12.66,Animalia,Chordata,Aves,Passeriformes,Monarchidae
Myiagra,Myiagra freycineti,11.65,Animalia,Chordata,Aves,Passeriformes,Monarchidae
Myiagra,Myiagra galeata,11.0,Animalia,Chordata,Aves,Passeriformes,Monarchidae
Myiagra,Myiagra hebetior,20.2,Animalia,Chordata,Aves,Passeriformes,Monarchidae
Myiagra,Myiagra inquieta,18.05,Animalia,Chordata,Aves,Passeriformes,Monarchidae
Myiagra,Myiagra nana,20.75,Animalia,Chordata,Aves,Passeriformes,Monarchidae
Myiagra,Myiagra pluto,17.89,Animalia,Chordata,Aves,Passeriformes,Monarchidae
Myiagra,Myiagra rubecula,12.9,Animalia,Chordata,Aves,Passeriformes,Monarchidae
