genus,species,mass_g,kingdom,phylum,class,order,family
Abalistes,Abalistes filamentosus,1375.0,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae
Abalistes,Abalistes stellaris,3711.0,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae
Abatus,Abatus cavernosus,2.7,Animalia,Echinodermata,Echinoidea,Spatangoida,Schizasteridae
Abatus,Abatus curvidens,1.4,Animalia,Echinodermata,Echinoidea,Spatangoida,Schizasteridae
Abatus,Abatus shackletoni,1.9,Animalia,Echinodermata,Echinoidea,Spatangoida,Schizasteridae
Abavorana,Abavorana luctuosa,28.1,Animalia,Chordata,Amphibia,Anura,Ranidae
Abax,Abax ovalis,0.286,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae
Abax,Abax parallelepipedus,0.582,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae
Abax,Abax parallelus,0.5437,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae
Abbottina,Abbottina binhi,1.3,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae
Abbottina,Abbottina obtusirostris,13.5,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae
Abbottina,Abbottina rivularis,49.95,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae
Abeillia,Abeillia abeillei,2.7,Animalia,Chordata,Aves,Apodiformes,Trochilidae
Abeomelomys,Abeomelomys sevia,55.32,Animalia,Chordata,Mammalia,Rodentia,Muridae
Ablabesmyia,Ablabesmyia monilis,0.001004,Animalia,Arthropoda,Insecta,Diptera,Chironomidae
Ablennes,Ablennes hians,2949.0,Animalia,Chordata,Actinopterygii,Beloniformes,Belonidae
Ablepharus,Ablepharus bivittatus,4.382,Animalia,Chordata,Reptilia,Squamata,Scincidae
Ablepharus,Ablepharus budaki,1.734,Animalia,Chordata,Reptilia,Squamata,Scincidae
Ablepharus,Ablepharus chernovi,2.345,Animalia,Chordata,Reptilia,Squamata,Scincidae
Ablepharus,Ablepharus darvazi,1.51,Animalia,Chordata,Reptilia,Squamata,Scincidae
Ablepharus,Ablepharus deserti,3.887,Animalia,Chordata,Reptilia,Squamata,Scincidae
Ablepharus,Ablepharus grayanus,0.6595,Animalia,Chordata,Reptilia,Squamata,Scincidae
Ablepharus,Ablepharus kitaibelii,2.866,Animalia,Chordata,Reptilia,Squamata,Scincidae
Ablepharus,Ablepharus lindbergi,2.298,Animalia,Chordata,Reptilia,Squamata,Scincidae
Ablepharus,Ablepharus pannonicus,3.112,Animalia,Chordata,Reptilia,Squamata,Scincidae
Ablepharus,Ablepharus rueppellii,2.603,Animalia,Chordata,Reptilia,Squamata,Scincidae
Abra,Abra alba,0.001727,Animalia,Mollusca,Bivalvia,Cardiida,Semelidae
Abralia,Abralia multihamata,10.0,Animalia,Mollusca,Cephalopoda,Oegopsida,Enoploteuthidae
Abramis,Abramis brama,2311.0,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae
Abramites,Abramites hypselonotus,35.2,Animalia,Chordata,Actinopterygii,Characiformes,Anostomidae
Abrawayaomys,Abrawayaomys ruschii,63.0,Animalia,Chordata,Mammalia,Rodentia,Cricetidae
Abrocoma,Abrocoma bennettii,266.2,Animalia,Chordata,Mammalia,Rodentia,Abrocomidae
Abrocoma,Abrocoma budini,291.3,Animalia,Chordata,Mammalia,Rodentia,Abrocomidae
Abrocoma,Abrocoma cinerea,242.7,Animalia,Chordata,Mammalia,Rodentia,Abrocomidae
Abrocoma,Abrocoma famatina,227.6,Animalia,Chordata,Mammalia,Rodentia,Abrocomidae
Abrocoma,Abrocoma shistacea,249.1,Animalia,Chordata,Mammalia,Rodentia,Abrocomidae
Abrocoma,Abrocoma uspallata,245.8,Animalia,Chordata,Mammalia,Rodentia,Abrocomidae
Abronia,Abronia antauges,8.986,Animalia,Chordata,Reptilia,Squamata,Anguidae
Abronia,Abronia anzuetoi,44.51,Animalia,Chordata,Reptilia,Squamata,Anguidae
Abronia,Abronia bogerti,11.12,Animalia,Chordata,Reptilia,Squamata,Anguidae
Abronia,Abronia campbelli,36.0,Animalia,Chordata,Reptilia,Squamata,Anguidae
Abronia,Abronia chiszari,12.18,Animalia,Chordata,Reptilia,Squamata,Anguidae
Abronia,Abronia cuchumatanus,4.995,Animalia,Chordata,Reptilia,Squamata,Anguidae
Abronia,Abronia cuetzpali,25.48,Animalia,Chordata,Reptilia,Squamata,Anguidae
Abronia,Abronia deppii,27.96,Animalia,Chordata,Reptilia,Squamata,Anguidae
Abronia,Abronia fimbriata,39.02,Animalia,Chordata,Reptilia,Squamata,Anguidae
Abronia,Abronia frosti,21.82,Animalia,Chordata,Reptilia,Squamata,Anguidae
Abronia,Abronia fuscolabialis,27.89,Animalia,Chordata,Reptilia,Squamata,Anguidae
Abronia,Abronia gadovii,17.45,Animalia,Chordata,Reptilia,Squamata,Anguidae
Abronia,Abronia gaiophantasma,21.82,Animalia,Chordata,Reptilia,Squamata,Anguidae
Abronia,Abronia graminea,20.76,Animalia,Chordata,Reptilia,Squamata,Anguidae
Abronia,Abronia juarezi,7.4,Animalia,Chordata,Reptilia,Squamata,Anguidae
Abronia,Abronia leurolepis,18.58,Animalia,Chordata,Reptilia,Squamata,Anguidae
Abronia,Abronia lythrochila,29.52,Animalia,Chordata,Reptilia,Squamata,Anguidae
Abronia,Abronia martindelcampoi,25.49,Animalia,Chordata,Reptilia,Squamata,Anguidae
Abronia,Abronia matudai,21.82,Animalia,Chordata,Reptilia,Squamata,Anguidae
Abronia,Abronia meledona,29.52,Animalia,Chordata,Reptilia,Squamata,Anguidae
Abronia,Abronia mixteca,61.3,Animalia,Chordata,Reptilia,Squamata,Anguidae
Abronia,Abronia montecristoi,12.19,Animalia,Chordata,Reptilia,Squamata,Anguidae
Abronia,Abronia monticola,10.2,Animalia,Chordata,Reptilia,Squamata,Anguidae
Abronia,Abronia oaxacae,27.08,Animalia,Chordata,Reptilia,Squamata,Anguidae
Abronia,Abronia ochoterenai,24.32,Animalia,Chordata,Reptilia,Squamata,Anguidae
Abronia,Abronia ornelasi,14.1,Animalia,Chordata,Reptilia,Squamata,Anguidae
Abronia,Abronia ramirezi,12.19,Animalia,Chordata,Reptilia,Squamata,Anguidae
Abronia,Abronia reidi,15.68,Animalia,Chordata,Reptilia,Squamata,Anguidae
Abronia,Abronia smithi,21.82,Animalia,Chordata,Reptilia,Squamata,Anguidae
Abronia,Abronia taeniata,48.08,Animalia,Chordata,Reptilia,Squamata,Anguidae
Abronia,Abronia vasconcelosii,29.52,Animalia,Chordata,Reptilia,Squamata,Anguidae
Abronia,Abronia villosa,34.08,Viridiplantae,Streptophyta,Magnoliopsida,Squamata,Anguidae
Abroscopus,Abroscopus albogularis,4.84,Animalia,Chordata,Aves,Passeriformes,Cettiidae
Abroscopus,Abroscopus schisticeps,4.775,Animalia,Chordata,Aves,Passeriformes,Cettiidae
Abroscopus,Abroscopus superciliaris,6.49,Animalia,Chordata,Aves,Passeriformes,Cettiidae
Abrothrix,Abrothrix andinus,21.79,Animalia,Chordata,Mammalia,Rodentia,Cricetidae
Abrothrix,Abrothrix illuteus,47.8,Animalia,Chordata,Mammalia,Rodentia,Cricetidae
Abrothrix,Abrothrix jelskii,34.5,Animalia,Chordata,Mammalia,Rodentia,Cricetidae
Abrothrix,Abrothrix lanosus,30.62,Animalia,Chordata,Mammalia,Rodentia,Cricetidae
Abrothrix,Abrothrix markhami,27.0,Animalia,Chordata,Mammalia,Rodentia,Cricetidae
Abrothrix,Abrothrix olivaceus,28.86,Animalia,Chordata,Mammalia,Rodentia,Cricetidae
Abudefduf,Abudefduf bengalensis,124.1,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae
Abudefduf,Abudefduf saxatilis,41.01,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae
Abudefduf,Abudefduf sexfasciatus,35.6,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae
Abudefduf,Abudefduf taurus,227.6,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae
Abudefduf,Abudefduf vaigiensis,203.0,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae
Aburria,Aburria aburri,1367.0,Animalia,Chordata,Aves,Galliformes,Cracidae
Abyssorchomene,Abyssorchomene nodimanus,0.24,Animalia,Arthropoda,Malacostraca,Amphipoda,Uristidae
Acanalonia,Acanalonia servillei,0.011,Animalia,Arthropoda,Insecta,Hemiptera,Acanaloniidae
Acanthagenys,Acanthagenys rufogularis,45.68,Animalia,Chordata,Aves,Passeriformes,Meliphagidae
Acanthamoeba,Acanthamoeba castellanii,3.107e-09,Protozoa,Amoebozoa,Lobosa,Amoebida,Acanthamoebidae
Acanthamoeba,Acanthamoeba palestinensis,6.946e-09,Protozoa,Amoebozoa,Lobosa,Amoebida,Acanthamoebidae
Acanthamoeba,Acanthamoeba polyphaga,1.31e-09,Protozoa,Amoebozoa,Lobosa,Amoebida,Acanthamoebidae
Acanthamoeba,Acanthamoeba rhysodes,5.07e-09,Protozoa,Amoebozoa,Lobosa,Amoebida,Acanthamoebidae
Acanthaspis,Acanthaspis pedestris,0.401,Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae
Acanthemblemaria,Acanthemblemaria hancocki,0.4,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae
Acanthemblemaria,Acanthemblemaria macrospilus,0.3,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae
Acanthephyra,Acanthephyra acutifrons,4.637,Animalia,Arthropoda,Malacostraca,Decapoda,Acanthephyridae
Acanthephyra,Acanthephyra curtirostris,3.618,Animalia,Arthropoda,Malacostraca,Decapoda,Acanthephyridae
Acanthephyra,Acanthephyra purpurea,1.866,Animalia,Arthropoda,Malacostraca,Decapoda,Acanthephyridae
Acanthephyra,Acanthephyra smithi,3.84,Animalia,Arthropoda,Malacostraca,Decapoda,Acanthephyridae
Acanthephyra,Acanthephyra stylorostratis,3.0,Animalia,Arthropoda,Malacostraca,Decapoda,Acanthephyridae
Acanthidops,Acanthidops bairdi,16.0,Animalia,Chordata,Aves,Passeriformes,Thraupidae
Acanthina,Acanthina monodon,8.0,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae
Acanthina,Acanthina punctulata,0.85,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae
Acanthinucella,Acanthinucella punctulata,0.85,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae
Acanthinucella,Acanthinucella spirata,0.8,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae
Acanthinula,Acanthinula aculeata,0.02378,Animalia,Mollusca,Gastropoda,Stylommatophora,Valloniidae
Acanthis,Acanthis flammea,12.05,Animalia,Chordata,Aves,Passeriformes,Fringillidae
Acanthisitta,Acanthisitta chloris,6.618,Animalia,Chordata,Aves,Passeriformes,Acanthisittidae
Acanthistius,Acanthistius fuscus,6.9,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae
Acanthiza,Acanthiza apicalis,7.56,Animalia,Chordata,Aves,Passeriformes,Acanthizidae
Acanthiza,Acanthiza chrysorrhoa,9.426,Animalia,Chordata,Aves,Passeriformes,Acanthizidae
Acanthiza,Acanthiza ewingii,6.975,Animalia,Chordata,Aves,Passeriformes,Acanthizidae
Acanthiza,Acanthiza inornata,7.05,Animalia,Chordata,Aves,Passeriformes,Acanthizidae
Acanthiza,Acanthiza iredalei,5.863,Animalia,Chordata,Aves,Passeriformes,Acanthizidae
Acanthiza,Acanthiza katherina,6.925,Animalia,Chordata,Aves,Passeriformes,Acanthizidae
Acanthiza,Acanthiza lineata,7.232,Animalia,Chordata,Aves,Passeriformes,Acanthizidae
Acanthiza,Acanthiza murina,8.4,Animalia,Chordata,Aves,Passeriformes,Acanthizidae
Acanthiza,Acanthiza nana,6.304,Animalia,Chordata,Aves,Passeriformes,Acanthizidae
Acanthiza,Acanthiza pusilla,7.365,Animalia,Chordata,Aves,Passeriformes,Acanthizidae
Acanthiza,Acanthiza reguloides,7.65,Animalia,Chordata,Aves,Passeriformes,Acanthizidae
Acanthiza,Acanthiza robustirostris,6.092,Animalia,Chordata,Aves,Passeriformes,Acanthizidae
Acanthiza,Acanthiza uropygialis,6.392,Animalia,Chordata,Aves,Passeriformes,Acanthizidae
Acanthobrama,Acanthobrama orontis,57.38,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae
Acanthobrama,Acanthobrama thisbeae,166.2,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae
Acanthobrama,Acanthobrama urmianus,40.0,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae
Acanthocardia,Acanthocardia tuberculata,3.08,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae
Acanthocercus,Acanthocercus adramitanus,135.6,Animalia,Chordata,Reptilia,Squamata,Agamidae
Acanthocercus,Acanthocercus annectens,122.6,Animalia,Chordata,Reptilia,Squamata,Agamidae
Acanthocercus,Acanthocercus branchi,130.3,Animalia,Chordata,Reptilia,Squamata,Agamidae
Acanthocercus,Acanthocercus cyanogaster,122.5,Animalia,Chordata,Reptilia,Squamata,Agamidae
Acanthocercus,Acanthocercus guentherpetersi,35.52,Animalia,Chordata,Reptilia,Squamata,Agamidae
Acanthocercus,Acanthocercus phillipsii,34.54,Animalia,Chordata,Reptilia,Squamata,Agamidae
Acanthochelys,Acanthochelys pallidipectoris,369.2,Animalia,Chordata,Testudines,Testudines,Chelidae
Acanthochitona,Acanthochitona crinita,0.1855,Animalia,Mollusca,Polyplacophora,Chitonida,Acanthochitonidae
Acanthochromis,Acanthochromis polyacanthus,10.84,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae
Acanthocobitis,Acanthocobitis botia,36.3,Animalia,Chordata,Actinopterygii,Cypriniformes,Nemacheilidae
Acanthocobitis,Acanthocobitis zonalternans,12.34,Animalia,Chordata,Actinopterygii,Cypriniformes,Nemacheilidae
Acanthocybium,Acanthocybium solandri,11040.0,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae
Acanthocyclops,Acanthocyclops americanus,9.61e-06,Animalia,Arthropoda,Copepoda,Cyclopoida,Cyclopidae
Acanthocyclops,Acanthocyclops robustus,5.36e-05,Animalia,Arthropoda,Copepoda,Cyclopoida,Cyclopidae
Acanthocyclops,Acanthocyclops vernalis,0.0001487,Animalia,Arthropoda,Copepoda,Cyclopoida,Cyclopidae
Acanthocyclus,Acanthocyclus gayi,6.01,Animalia,Arthropoda,Malacostraca,Decapoda,Belliidae
Acanthocyclus,Acanthocyclus hassleri,6.65,Animalia,Arthropoda,Malacostraca,Decapoda,Belliidae
Acanthodactylus,Acanthodactylus aegyptius,3.309,Animalia,Chordata,Reptilia,Squamata,Lacertidae
Acanthodactylus,Acanthodactylus ahmaddisii,11.19,Animalia,Chordata,Reptilia,Squamata,Lacertidae
Acanthodactylus,Acanthodactylus arabicus,10.58,Animalia,Chordata,Reptilia,Squamata,Lacertidae
Acanthodactylus,Acanthodactylus aureus,8.107,Animalia,Chordata,Reptilia,Squamata,Lacertidae
Acanthodactylus,Acanthodactylus bedriagai,9.22,Animalia,Chordata,Reptilia,Squamata,Lacertidae
Acanthodactylus,Acanthodactylus beershebensis,17.48,Animalia,Chordata,Reptilia,Squamata,Lacertidae
Acanthodactylus,Acanthodactylus blanci,19.62,Animalia,Chordata,Reptilia,Squamata,Lacertidae
Acanthodactylus,Acanthodactylus blanfordii,9.79,Animalia,Chordata,Reptilia,Squamata,Lacertidae
Acanthodactylus,Acanthodactylus boskianus,13.84,Animalia,Chordata,Reptilia,Squamata,Lacertidae
Acanthodactylus,Acanthodactylus busacki,9.275,Animalia,Chordata,Reptilia,Squamata,Lacertidae
Acanthodactylus,Acanthodactylus cantoris,19.02,Animalia,Chordata,Reptilia,Squamata,Lacertidae
Acanthodactylus,Acanthodactylus dumerilii,7.241,Animalia,Chordata,Reptilia,Squamata,Lacertidae
Acanthodactylus,Acanthodactylus erythrurus,11.26,Animalia,Chordata,Reptilia,Squamata,Lacertidae
Acanthodactylus,Acanthodactylus felicis,6.406,Animalia,Chordata,Reptilia,Squamata,Lacertidae
Acanthodactylus,Acanthodactylus gongrorhynchatus,6.406,Animalia,Chordata,Reptilia,Squamata,Lacertidae
Acanthodactylus,Acanthodactylus grandis,24.92,Animalia,Chordata,Reptilia,Squamata,Lacertidae
Acanthodactylus,Acanthodactylus guineensis,5.081,Animalia,Chordata,Reptilia,Squamata,Lacertidae
Acanthodactylus,Acanthodactylus haasi,6.406,Animalia,Chordata,Reptilia,Squamata,Lacertidae
Acanthodactylus,Acanthodactylus hardyi,4.573,Animalia,Chordata,Reptilia,Squamata,Lacertidae
Acanthodactylus,Acanthodactylus harranensis,19.51,Animalia,Chordata,Reptilia,Squamata,Lacertidae
Acanthodactylus,Acanthodactylus khamirensis,2.692,Animalia,Chordata,Reptilia,Squamata,Lacertidae
Acanthodactylus,Acanthodactylus longipes,6.637,Animalia,Chordata,Reptilia,Squamata,Lacertidae
Acanthodactylus,Acanthodactylus maculatus,6.192,Animalia,Chordata,Reptilia,Squamata,Lacertidae
Acanthodactylus,Acanthodactylus margaritae,8.319,Animalia,Chordata,Reptilia,Squamata,Lacertidae
Acanthodactylus,Acanthodactylus masirae,3.309,Animalia,Chordata,Reptilia,Squamata,Lacertidae
Acanthodactylus,Acanthodactylus micropholis,6.406,Animalia,Chordata,Reptilia,Squamata,Lacertidae
Acanthodactylus,Acanthodactylus nilsoni,9.594,Animalia,Chordata,Reptilia,Squamata,Lacertidae
Acanthodactylus,Acanthodactylus opheodurus,4.757,Animalia,Chordata,Reptilia,Squamata,Lacertidae
Acanthodactylus,Acanthodactylus orientalis,8.09,Animalia,Chordata,Reptilia,Squamata,Lacertidae
Acanthodactylus,Acanthodactylus robustus,10.68,Animalia,Chordata,Reptilia,Squamata,Lacertidae
Acanthodactylus,Acanthodactylus savignyi,9.79,Animalia,Chordata,Reptilia,Squamata,Lacertidae
Acanthodactylus,Acanthodactylus schmidti,20.45,Animalia,Chordata,Reptilia,Squamata,Lacertidae
Acanthodactylus,Acanthodactylus schreiberi,16.48,Animalia,Chordata,Reptilia,Squamata,Lacertidae
Acanthodactylus,Acanthodactylus scutellatus,9.984,Animalia,Chordata,Reptilia,Squamata,Lacertidae
Acanthodactylus,Acanthodactylus senegalensis,5.081,Animalia,Chordata,Reptilia,Squamata,Lacertidae
Acanthodactylus,Acanthodactylus spinicauda,4.603,Animalia,Chordata,Reptilia,Squamata,Lacertidae
Acanthodactylus,Acanthodactylus taghitensis,3.908,Animalia,Chordata,Reptilia,Squamata,Lacertidae
Acanthodactylus,Acanthodactylus tilburyi,6.406,Animalia,Chordata,Reptilia,Squamata,Lacertidae
Acanthodactylus,Acanthodactylus yemenicus,4.011,Animalia,Chordata,Reptilia,Squamata,Lacertidae
Acanthodoris,Acanthodoris pilosa,0.3005,Animalia,Mollusca,Gastropoda,Nudibranchia,Onchidorididae
Acanthogobio,Acanthogobio guentheri,85.3,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae
Acanthogobius,Acanthogobius hasta,1052.0,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Acantholeberis,Acantholeberis curvirostris,4.01e-05,Animalia,Arthropoda,Branchiopoda,Diplostraca,Acantholeberidae
Acanthonyx,Acanthonyx lunulatus,0.6484,Animalia,Arthropoda,Malacostraca,Decapoda,Epialtidae
Acanthonyx,Acanthonyx quadridentatus,0.04819,Animalia,Arthropoda,Malacostraca,Decapoda,Epialtidae
Acanthopagrus,Acanthopagrus australis,3238.0,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae
Acanthopagrus,Acanthopagrus berda,653.1,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae
Acanthopagrus,Acanthopagrus butcheri,2097.0,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae
Acanthopagrus,Acanthopagrus latus,1395.0,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae
Acanthopagrus,Acanthopagrus schlegelii,1153.0,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae
Acanthophis,Acanthophis antarcticus,318.2,Animalia,Chordata,Reptilia,Squamata,Elapidae
Acanthophis,Acanthophis hawkei,391.4,Animalia,Chordata,Reptilia,Squamata,Elapidae
Acanthophis,Acanthophis laevis,350.7,Animalia,Chordata,Reptilia,Squamata,Elapidae
Acanthophis,Acanthophis praelongus,114.5,Animalia,Chordata,Reptilia,Squamata,Elapidae
Acanthophis,Acanthophis pyrrhus,247.0,Animalia,Chordata,Reptilia,Squamata,Elapidae
Acanthophis,Acanthophis rugosus,228.9,Animalia,Chordata,Reptilia,Squamata,Elapidae
Acanthopsetta,Acanthopsetta nadeshnyi,1200.0,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae
Acanthopsoides,Acanthopsoides gracilentus,1.2,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae
Acanthorhodeus,Acanthorhodeus chankaensis,38.26,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae
Acanthorhynchus,Acanthorhynchus superciliosus,9.919,Animalia,Chordata,Aves,Passeriformes,Meliphagidae
Acanthorhynchus,Acanthorhynchus tenuirostris,10.24,Animalia,Chordata,Aves,Passeriformes,Meliphagidae
Acanthornis,Acanthornis magna,10.34,Animalia,Chordata,Aves,Passeriformes,Acanthizidae
Acanthosaura,Acanthosaura armata,95.0,Animalia,Chordata,Reptilia,Squamata,Agamidae
Acanthosaura,Acanthosaura bintangensis,99.29,Animalia,Chordata,Reptilia,Squamata,Agamidae
Acanthosaura,Acanthosaura brachypoda,54.41,Animalia,Chordata,Reptilia,Squamata,Agamidae
Acanthosaura,Acanthosaura capra,92.9,Animalia,Chordata,Reptilia,Squamata,Agamidae
Acanthosaura,Acanthosaura cardamomensis,116.2,Animalia,Chordata,Reptilia,Squamata,Agamidae
Acanthosaura,Acanthosaura coronata,56.95,Animalia,Chordata,Reptilia,Squamata,Agamidae
Acanthosaura,Acanthosaura crucigera,130.3,Animalia,Chordata,Reptilia,Squamata,Agamidae
Acanthosaura,Acanthosaura lepidogaster,46.2,Animalia,Chordata,Reptilia,Squamata,Agamidae
Acanthosaura,Acanthosaura nataliae,138.3,Animalia,Chordata,Reptilia,Squamata,Agamidae
Acanthosaura,Acanthosaura phuketensis,64.36,Animalia,Chordata,Reptilia,Squamata,Agamidae
Acanthosaura,Acanthosaura titiwangsaensis,117.9,Animalia,Chordata,Reptilia,Squamata,Agamidae
Acanthoscelides,Acanthoscelides obtectus,0.00431,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae
Acanthosepion,Acanthosepion aculeatum,1300.0,Animalia,Mollusca,Cephalopoda,Sepiida,Sepiidae
Acanthosepion,Acanthosepion esculentum,600.0,Animalia,Mollusca,Cephalopoda,Sepiida,Sepiidae
Acanthosepion,Acanthosepion lycidas,5000.0,Animalia,Mollusca,Cephalopoda,Sepiida,Sepiidae
Acanthosepion,Acanthosepion recurvirostrum,400.0,Animalia,Mollusca,Cephalopoda,Sepiida,Sepiidae
Acanthostracion,Acanthostracion polygonius,910.1,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Ostraciidae
Acanthotrema,Acanthotrema hancocki,8.152e-05,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Heterophyidae
Acanthurus,Acanthurus bahianus,193.0,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae
Acanthurus,Acanthurus chirurgus,508.2,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae
Acanthurus,Acanthurus coeruleus,562.3,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae
Acanthurus,Acanthurus guttatus,470.0,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae
Acanthurus,Acanthurus leucosternon,1632.0,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae
Acanthurus,Acanthurus lineatus,1360.0,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae
Acanthurus,Acanthurus nigricans,620.0,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae
Acanthurus,Acanthurus nigricauda,2736.0,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae
Acarichthys,Acarichthys heckelii,276.0,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae
Acaronia,Acaronia nassa,189.9,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae
Acartia,Acartia australis,4.545e-05,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae
Acartia,Acartia clausi,5.971e-05,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae
Acartia,Acartia erythraea,1.79e-05,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae
Acartia,Acartia hudsonica,0.0001629,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae
Acartia,Acartia longiremis,3.626e-05,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae
Acartia,Acartia pacifica,3.936e-05,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae
Acartia,Acartia tonsa,6.291e-05,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae
Accipiter,Accipiter badius,135.6,Animalia,Chordata,Aves,Accipitriformes,Accipitridae
Accipiter,Accipiter brachyurus,142.0,Animalia,Chordata,Aves,Accipitriformes,Accipitridae
Accipiter,Accipiter brevipes,195.0,Animalia,Chordata,Aves,Accipitriformes,Accipitridae
Accipiter,Accipiter butleri,332.9,Animalia,Chordata,Aves,Accipitriformes,Accipitridae
Accipiter,Accipiter castanilius,154.1,Animalia,Chordata,Aves,Accipitriformes,Accipitridae
Accipiter,Accipiter chionogaster,235.7,Animalia,Chordata,Aves,Accipitriformes,Accipitridae
Accipiter,Accipiter cirrocephalus,159.1,Animalia,Chordata,Aves,Accipitriformes,Accipitridae
Accipiter,Accipiter collaris,332.9,Animalia,Chordata,Aves,Accipitriformes,Accipitridae
Accipiter,Accipiter cooperii,346.6,Animalia,Chordata,Aves,Accipitriformes,Accipitridae
Accipiter,Accipiter erythronemius,131.8,Animalia,Chordata,Aves,Accipitriformes,Accipitridae
Accipiter,Accipiter erythropus,109.1,Animalia,Chordata,Aves,Accipitriformes,Accipitridae
Accipiter,Accipiter fasciatus,372.8,Animalia,Chordata,Aves,Accipitriformes,Accipitridae
Accipiter,Accipiter gentilis,829.4,Animalia,Chordata,Aves,Accipitriformes,Accipitridae
Accipiter,Accipiter gularis,119.7,Animalia,Chordata,Aves,Accipitriformes,Accipitridae
Accipiter,Accipiter gundlachi,675.0,Animalia,Chordata,Aves,Accipitriformes,Accipitridae
Accipiter,Accipiter haplochrous,219.5,Animalia,Chordata,Aves,Accipitriformes,Accipitridae
Accipiter,Accipiter henicogrammus,332.9,Animalia,Chordata,Aves,Accipitriformes,Accipitridae
Accipiter,Accipiter henstii,1050.0,Animalia,Chordata,Aves,Accipitriformes,Accipitridae
Accipiter,Accipiter hiogaster,342.7,Animalia,Chordata,Aves,Accipitriformes,Accipitridae
Accipiter,Accipiter imitator,230.1,Animalia,Chordata,Aves,Accipitriformes,Accipitridae
Accipiter,Accipiter luteoschistaceus,213.9,Animalia,Chordata,Aves,Accipitriformes,Accipitridae
Accipiter,Accipiter madagascariensis,181.2,Animalia,Chordata,Aves,Accipitriformes,Accipitridae
Accipiter,Accipiter melanochlamys,267.0,Animalia,Chordata,Aves,Accipitriformes,Accipitridae
Accipiter,Accipiter melanoleucus,675.0,Animalia,Chordata,Aves,Accipitriformes,Accipitridae
Accipiter,Accipiter meyerianus,789.3,Animalia,Chordata,Aves,Accipitriformes,Accipitridae
Accipiter,Accipiter minullus,84.94,Animalia,Chordata,Aves,Accipitriformes,Accipitridae
Accipiter,Accipiter nanus,332.9,Animalia,Chordata,Aves,Accipitriformes,Accipitridae
