taxon,mass_g,source_mass,n,kingdom,phylum,class,order,family,genus,species,confidence
Gillichthys_mirabilis,310.8,Cai_etal_2025,1.0,Animalia,Chordata,,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,99.0
Gillichthys_seta,5.6,Cai_etal_2025,1.0,Animalia,Chordata,,Perciformes,Gobiidae,Gillichthys,Gillichthys seta,99.0
Girella_punctata,4214.6,Cai_etal_2025,1.0,Animalia,Chordata,,Perciformes,Kyphosidae,Girella,Girella punctata,99.0
Girella_tricuspidata,4000.0,fishbase,1.0,Animalia,Chordata,,Perciformes,Kyphosidae,Girella,Girella tricuspidata,99.0
Giurus_margaritacea,17.3908079179839,rdataretriever-predator-prey-body-ratio,1.0,Animalia,Chordata,,Perciformes,Eleotridae,Giuris,Giuris margaritacea,98.0
Glaniopsis_hanitschi,0.558000028133392,fishbase,1.0,Animalia,Chordata,,Cypriniformes,Balitoridae,Glaniopsis,Glaniopsis hanitschi,99.0
Glaridoglanis_andersonii,36.6,Cai_etal_2025,1.0,Animalia,Chordata,,Siluriformes,Sisoridae,Glaridoglanis,Glaridoglanis andersonii,99.0
Glaucosoma_buergeri,2500.0,fishbase,1.0,Animalia,Chordata,,Perciformes,Glaucosomatidae,Glaucosoma,Glaucosoma buergeri,99.0
Glaucosoma_hebraicum,24560.130292814,fishbase,1.0,Animalia,Chordata,,Perciformes,Glaucosomatidae,Glaucosoma,Glaucosoma hebraicum,99.0
Glaucosoma_scapulare,7300.0,fishbase,1.0,Animalia,Chordata,,Perciformes,Glaucosomatidae,Glaucosoma,Glaucosoma scapulare,99.0
Glossamia_aprion,3.19125218062708,rdataretriever-predator-prey-body-ratio,1.0,Animalia,Chordata,,Perciformes,Apogonidae,Glossamia,Glossamia aprion,99.0
Glossanodon_semifasciatus,53.9,Cai_etal_2025,1.0,Animalia,Chordata,,Osmeriformes,Argentinidae,Glossanodon,Glossanodon semifasciatus,99.0
Glossogobius_aureus,41.3,Cai_etal_2025,1.0,Animalia,Chordata,,Perciformes,Gobiidae,Glossogobius,Glossogobius aureus,99.0
Glossogobius_giuris,1344.5,Cai_etal_2025,1.0,Animalia,Chordata,,Perciformes,Gobiidae,Glossogobius,Glossogobius giuris,99.0
Glossogobius_olivaceus,31.5,Cai_etal_2025,1.0,Animalia,Chordata,,Perciformes,Gobiidae,Glossogobius,Glossogobius olivaceus,99.0
Glossogobius_species,4.671000004,rdataretriever-predator-prey-body-ratio,1.0,Animalia,Chordata,,Perciformes,Gobiidae,Glossogobius,,94.0
Glossolepis_incisa,22.579999923706,fishbase,1.0,Animalia,Chordata,,Atheriniformes,Melanotaeniidae,Glossolepis,Glossolepis incisus,96.0
Glossolepis_incisus,0.2,Cai_etal_2025,1.0,Animalia,Chordata,,Atheriniformes,Melanotaeniidae,Glossolepis,Glossolepis incisus,99.0
Glyptocephalus_cynoglossus,1375.0,AnAge,1.0,Animalia,Chordata,,Pleuronectiformes,Pleuronectidae,Glyptocephalus,Glyptocephalus cynoglossus,99.0
Glyptocephalus_zachirus,825.0,AnAge,1.0,Animalia,Chordata,,Pleuronectiformes,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,99.0
Glyptosternon_maculatum,377.1,Cai_etal_2025,1.0,Animalia,Chordata,,Siluriformes,Sisoridae,Glyptosternon,Glyptosternon maculatum,99.0
Glyptothorax_annandalei,13.1,Cai_etal_2025,1.0,Animalia,Chordata,,Siluriformes,Sisoridae,Glyptothorax,Glyptothorax annandalei,99.0
Glyptothorax_botius,5.32000017166138,fishbase,1.0,Animalia,Chordata,,Siluriformes,Sisoridae,Glyptothorax,Glyptothorax botius,99.0
Glyptothorax_cavia,200.7,Cai_etal_2025,1.0,Animalia,Chordata,,Siluriformes,Sisoridae,Glyptothorax,Glyptothorax cavia,99.0
Glyptothorax_deqinensis,20.0,Cai_etal_2025,1.0,Animalia,Chordata,,Siluriformes,Sisoridae,Glyptothorax,Glyptothorax deqinensis,99.0
Glyptothorax_fokiensis,46.0,Cai_etal_2025,1.0,Animalia,Chordata,,Siluriformes,Sisoridae,Glyptothorax,Glyptothorax fokiensis,99.0
Glyptothorax_granosus,16.7999992370605,fishbase,1.0,Animalia,Chordata,,Siluriformes,Sisoridae,Glyptothorax,Glyptothorax granosus,99.0
Glyptothorax_lanceatus,43.4,Cai_etal_2025,1.0,Animalia,Chordata,,Siluriformes,Sisoridae,Glyptothorax,Glyptothorax lanceatus,99.0
Glyptothorax_laosensis,10.4,Cai_etal_2025,1.0,Animalia,Chordata,,Siluriformes,Sisoridae,Glyptothorax,Glyptothorax laosensis,99.0
Glyptothorax_longinema,2500.0,Cai_etal_2025,1.0,Animalia,Chordata,,Siluriformes,Sisoridae,Glyptothorax,Glyptothorax longinema,99.0
Glyptothorax_macromaculatus,36.6,Cai_etal_2025,1.0,Animalia,Chordata,,Siluriformes,Sisoridae,Glyptothorax,Glyptothorax macromaculatus,99.0
Glyptothorax_platypogonides,11.8500003814697,fishbase,1.0,Animalia,Chordata,,Siluriformes,Sisoridae,Glyptothorax,Glyptothorax platypogonides,99.0
Glyptothorax_sinensis,510.0,Cai_etal_2025,1.0,Animalia,Chordata,,Siluriformes,Sisoridae,Glyptothorax,Glyptothorax sinensis,99.0
Glyptothorax_stocki,21.0,fishbase,1.0,Animalia,Chordata,,Siluriformes,Sisoridae,Glyptothorax,Glyptothorax stocki,99.0
Glyptothorax_trilineatus,248.0,Cai_etal_2025,1.0,Animalia,Chordata,,Siluriformes,Sisoridae,Glyptothorax,Glyptothorax trilineatus,99.0
Gnathanodon_speciosus,22828.2,Cai_etal_2025,1.0,Animalia,Chordata,,Perciformes,Carangidae,Gnathanodon,Gnathanodon speciosus,99.0
Gnathocharax_steindachneri,1.49575915644724,fishbase; Froese_2014,,Animalia,Chordata,,Characiformes,Acestrorhynchidae,Gnathocharax,Gnathocharax steindachneri,99.0
Gnathodentex_aureolineatus,2098.0,fishbase,1.0,Animalia,Chordata,,Perciformes,Lethrinidae,Gnathodentex,Gnathodentex aureolineatus,99.0
Gnatholepis_caudimaculata,0.639999985694885,fishbase,1.0,Animalia,Chordata,,Perciformes,Gobiidae,Gnatholepis,Gnatholepis caudimaculata,99.0
Gnatholepis_thompsoni,7.16282505568847,fishbase; Froese_2014,,Animalia,Chordata,,Perciformes,Gobiidae,Gnatholepis,Gnatholepis thompsoni,99.0
Gnathonemus_petersii,331.5,Cai_etal_2025,1.0,Animalia,Chordata,,Osteoglossiformes,Mormyridae,Gnathonemus,Gnathonemus petersii,99.0
Gnathopogon_elongatus,1.6,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Gnathopogon,Gnathopogon elongatus,99.0
Gnathopogon_herzensteini,3.7,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Gnathopogon,Gnathopogon herzensteini,99.0
Gnathopogon_imberbis,68.8,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Gnathopogon,Gnathopogon imberbis,99.0
Gnathopogon_nicholsi,4.6,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Gnathopogon,Gnathopogon nicholsi,99.0
Gnathopogon_polytaenia,4.8,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Gnathopogon,Gnathopogon polytaenia,99.0
Gnathopogon_strigatus,12.4,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Gnathopogon,Gnathopogon strigatus,99.0
Gnathopogon_taeniellus,10.5,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Gnathopogon,Gnathopogon taeniellus,99.0
Gobio_acutipinnatus,38.7,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Gobio,Gobio acutipinnatus,99.0
Gobio_cynocephalus,31.2,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Gobio,Gobio cynocephalus,99.0
Gobio_gobio,106.7,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Gobio,Gobio gobio,99.0
Gobio_macrocephalus,29.4,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Gobio,Gobio macrocephalus,99.0
Gobiobotia_brevibarba,14.1,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Gobiobotia,Gobiobotia brevibarba,99.0
Gobiobotia_filifer,32.7,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Gobiobotia,Gobiobotia filifer,99.0
Gobiobotia_kolleri,20.9,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Gobiobotia,Gobiobotia kolleri,99.0
Gobiobotia_macrocephala,8.0,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Gobiobotia,Gobiobotia macrocephala,99.0
Gobiobotia_meridionalis,2.3,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Gobiobotia,Gobiobotia meridionalis,99.0
Gobiobotia_naktongensis,4.0,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Gobiobotia,Gobiobotia naktongensis,99.0
Gobiobotia_pappenheimi,1.9,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Gobiobotia,Gobiobotia pappenheimi,99.0
Gobiocypris_rarus,2.2,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Gobiocypris,Gobiocypris rarus,99.0
Gobiomorphus_breviceps,6.74166164358712,fishbase,1.0,Animalia,Chordata,,Perciformes,Eleotridae,Gobiomorphus,Gobiomorphus breviceps,99.0
Gobiomorus_dormitor,7500.0,fishbase,,Animalia,Chordata,,Perciformes,Eleotridae,Gobiomorus,Gobiomorus dormitor,99.0
Gobiomorus_maculatus,305.2,Cai_etal_2025,1.0,Animalia,Chordata,,Perciformes,Eleotridae,Gobiomorus,Gobiomorus maculatus,99.0
Gobionellus_boleosoma,0.441004715466228,fishbase; Froese_2014,,Animalia,Chordata,,Perciformes,Gobiidae,Ctenogobius,Ctenogobius boleosoma,98.0
Gobionellus_oceanicus,22.2,Viana_2016,,Animalia,Chordata,,Perciformes,Gobiidae,Gobionellus,Gobionellus oceanicus,99.0
Gobionotothen_acuta,20.0,rdataretriever-socean-diet-data,1.0,Animalia,Chordata,,Perciformes,Nototheniidae,Gobionotothen,Gobionotothen acuta,99.0
Gobionotothen_angustifrons,5.3,rdataretriever-socean-diet-data,1.0,Animalia,Chordata,,Perciformes,Nototheniidae,Gobionotothen,Gobionotothen angustifrons,99.0
Gobionotothen_gibberifrons,56.4640587040448,rdataretriever-socean-diet-data,1.0,Animalia,Chordata,,Perciformes,Nototheniidae,Gobionotothen,Gobionotothen gibberifrons,99.0
Gobionotothen_marionensis,21.6189130161532,rdataretriever-socean-diet-data,1.0,Animalia,Chordata,,Perciformes,Nototheniidae,Gobionotothen,Gobionotothen marionensis,99.0
Gobiopterus_lacustris,0.1,Cai_etal_2025,1.0,Animalia,Chordata,,Perciformes,Gobiidae,Gobiopterus,Gobiopterus lacustris,99.0
Gobiosoma_bosc,0.554032670189838,fishbase; Froese_2014,,Animalia,Chordata,,Perciformes,Gobiidae,Gobiosoma,Gobiosoma bosc,99.0
Gobiosoma_robustum,0.295837556732849,fishbase; Froese_2014,,Animalia,Chordata,,Perciformes,Gobiidae,Gobiosoma,Gobiosoma robustum,99.0
Gobius_niger,39.7699692178589,fishbase,1.0,Animalia,Chordata,,Perciformes,Gobiidae,Gobius,Gobius niger,97.0
Gobius_ruthensparri,1.63481046125767,fishbase; Froese_2014,,Animalia,Chordata,,Perciformes,Gobiidae,Gobiusculus,Gobiusculus flavescens,98.0
Gobiusculus_flavescens,1.6,Cai_etal_2025,1.0,Animalia,Chordata,,Perciformes,Gobiidae,Gobiusculus,Gobiusculus flavescens,99.0
Gogangra_viridescens,13.4200000762939,fishbase,1.0,Animalia,Chordata,,Siluriformes,Sisoridae,Gogangra,Gogangra viridescens,99.0
Gonialosa_manmina,33.2902103082323,fishbase,1.0,Animalia,Chordata,,Clupeiformes,Clupeidae,Gonialosa,Gonialosa manmina,99.0
Gonorynchus_abbreviatus,175.0,Cai_etal_2025,1.0,Animalia,Chordata,,Gonorynchiformes,Gonorynchidae,Gonorynchus,Gonorynchus abbreviatus,99.0
Gonorynchus_greyi,777.6,Cai_etal_2025,1.0,Animalia,Chordata,,Gonorynchiformes,Gonorynchidae,Gonorynchus,Gonorynchus greyi,99.0
Gonostoma_denudatum,16.6000003814697,fishbase,1.0,Animalia,Chordata,,Stomiiformes,Gonostomatidae,Gonostoma,Gonostoma denudatum,99.0
Grammatobothus_polyophthalmus,97.4,Cai_etal_2025,1.0,Animalia,Chordata,,Pleuronectiformes,Bothidae,Grammatobothus,Grammatobothus polyophthalmus,99.0
Grammatorcynus_bilineatus,7991.2,Cai_etal_2025,1.0,Animalia,Chordata,,Perciformes,Scombridae,Grammatorcynus,Grammatorcynus bilineatus,99.0
Grammistes_sexlineatus,675.6,Cai_etal_2025,1.0,Animalia,Chordata,,Perciformes,Serranidae,Grammistes,Grammistes sexlineatus,98.0
Grasseichthys_gabonensis,0.1,Cai_etal_2025,1.0,Animalia,Chordata,,Gonorynchiformes,Kneriidae,Grasseichthys,Grasseichthys gabonensis,99.0
Grundulus_bogotensis,5.2,Cai_etal_2025,1.0,Animalia,Chordata,,Characiformes,Characidae,Grundulus,Grundulus bogotensis,99.0
Gudusia_chapra,81.7006731918409,fishbase,1.0,Animalia,Chordata,,Clupeiformes,Clupeidae,Gudusia,Gudusia chapra,99.0
Gymnammodytes_semisquamatus,81.8,Cai_etal_2025,1.0,Animalia,Chordata,,Perciformes,Ammodytidae,Gymnammodytes,Gymnammodytes semisquamatus,99.0
Gymnarchus_niloticus,16229.8,Cai_etal_2025,1.0,Animalia,Chordata,,Osteoglossiformes,Gymnarchidae,Gymnarchus,Gymnarchus niloticus,99.0
Gymnocanthus_detrisus,670.820393249937,fishbase,1.0,Animalia,Chordata,,Scorpaeniformes,Cottidae,Gymnocanthus,Gymnocanthus detrisus,99.0
Gymnocanthus_herzensteini,401.2,Cai_etal_2025,1.0,Animalia,Chordata,,Scorpaeniformes,Cottidae,Gymnocanthus,Gymnocanthus herzensteini,99.0
Gymnocanthus_intermedius,369.5,Cai_etal_2025,1.0,Animalia,Chordata,,Scorpaeniformes,Cottidae,Gymnocanthus,Gymnocanthus intermedius,99.0
Gymnocanthus_tricuspis,394.2,Cai_etal_2025,1.0,Animalia,Chordata,,Scorpaeniformes,Cottidae,Gymnocanthus,Gymnocanthus tricuspis,99.0
Gymnocephalus_cernua,181.8,Cai_etal_2025,1.0,Animalia,Chordata,,Perciformes,Percidae,Gymnocephalus,Gymnocephalus cernua,99.0
Gymnocorymbus_ternetzi,7.0,Cai_etal_2025,1.0,Animalia,Chordata,,Characiformes,Characidae,Gymnocorymbus,Gymnocorymbus ternetzi,99.0
