mass_g,kingdom,phylum,class,order,family,genus,species
21.0,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Aethia,Aethia pusilla
122.55,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Aethia,Aethia pygmaea
74.85,Animalia,Chordata,Mammalia,Rodentia,Muridae,Aethomys,Aethomys chrysophilus
103.5,Animalia,Chordata,Mammalia,Rodentia,Muridae,Aethomys,Aethomys hindei
103.759269465431,Animalia,Chordata,Mammalia,Rodentia,Muridae,Aethomys,Aethomys ineptus
89.999,Animalia,Chordata,Mammalia,Rodentia,Muridae,Aethomys,Aethomys kaiseri
62.0,Animalia,Chordata,Mammalia,Rodentia,Muridae,Micaelamys,Micaelamys namaquensis
77.015,Animalia,Chordata,Mammalia,Rodentia,Muridae,Aethomys,Aethomys nyikae
98.495,Animalia,Chordata,Mammalia,Rodentia,Muridae,Aethomys,Aethomys thomasi
4.1,Animalia,Chordata,Aves,Passeriformes,Nectariniidae,Aethopyga,Aethopyga bella
5.25,Animalia,Chordata,Aves,Passeriformes,Nectariniidae,Aethopyga,Aethopyga christinae
6.075,Animalia,Chordata,Aves,Passeriformes,Nectariniidae,Aethopyga,Aethopyga decorosa
6.775,Animalia,Chordata,Aves,Passeriformes,Nectariniidae,Aethopyga,Aethopyga flagrans
5.0,Animalia,Chordata,Aves,Passeriformes,Nectariniidae,Aethopyga,Aethopyga gouldiae
6.775,Animalia,Chordata,Aves,Passeriformes,Nectariniidae,Aethopyga,Aethopyga guimarasensis
8.225,Animalia,Chordata,Aves,Passeriformes,Nectariniidae,Aethopyga,Aethopyga ignicauda
6.075,Animalia,Chordata,Aves,Passeriformes,Nectariniidae,Aethopyga,Aethopyga jefferyi
7.85,Animalia,Chordata,Aves,Passeriformes,Nectariniidae,Aethopyga,Aethopyga linaraborae
6.9,Animalia,Chordata,Aves,Passeriformes,Nectariniidae,Aethopyga,Aethopyga magnifica
6.0,Animalia,Chordata,Aves,Passeriformes,Nectariniidae,Aethopyga,Aethopyga mystacalis
6.325,Animalia,Chordata,Aves,Passeriformes,Nectariniidae,Aethopyga,Aethopyga nipalensis
6.9,Animalia,Chordata,Aves,Passeriformes,Nectariniidae,Aethopyga,Aethopyga primigenia
4.1,Animalia,Chordata,Aves,Passeriformes,Nectariniidae,Aethopyga,Aethopyga shelleyi
6.9,Animalia,Chordata,Aves,Passeriformes,Nectariniidae,Aethopyga,Aethopyga siparaja
5.5,Animalia,Chordata,Aves,Passeriformes,Nectariniidae,Aethopyga,Aethopyga temminckii
7.3,Animalia,Chordata,Aves,Passeriformes,Nectariniidae,Aethopyga,Aethopyga vigorsii
7645.00000000001,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Aetobatus,Aetobatus flagellum
54912.3363816574,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Aetomylaeus,Aetomylaeus bovinus
0.971531299218109,Animalia,Chordata,Amphibia,Anura,Hyperoliidae,Afrixalus,Afrixalus dorsalis
1.25,Animalia,Chordata,Amphibia,Anura,Hyperoliidae,Afrixalus,Afrixalus fulvovittatus
1.28362584883453,Animalia,Chordata,Amphibia,Anura,Hyperoliidae,Afrixalus,Afrixalus nigeriensis
0.78780783611013,Animalia,Chordata,Amphibia,Anura,Hyperoliidae,Afrixalus,Afrixalus vittiger
1149.25,Animalia,Chordata,Aves,Galliformes,Phasianidae,Afropavo,Afropavo congensis
689.0,Animalia,Chordata,Aves,Otidiformes,Otididae,Afrotis,Afrotis afra
722.5,Animalia,Chordata,Aves,Otidiformes,Otididae,Afrotis,Afrotis afraoides
60000.0,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Agalmaceros,Blastocerus blicki
74.0,Animalia,Chordata,Amphibia,Anura,Phyllomedusidae,Agalychnis,Agalychnis annae
12.0,Animalia,Chordata,Amphibia,Anura,Phyllomedusidae,Agalychnis,Agalychnis callidryas
71.0,Animalia,Chordata,Amphibia,Anura,Phyllomedusidae,Agalychnis,Agalychnis dacnicolor
31.0,Animalia,Chordata,Amphibia,Anura,Phyllomedusidae,Agalychnis,Agalychnis moreletii
70.0,Animalia,Chordata,Amphibia,Anura,Phyllomedusidae,Agalychnis,Agalychnis spurrelli
2500.0,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Agamia,Agamia agami
29.8,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Agapornis,Agapornis canus
38.25,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Agapornis,Agapornis fischeri
37.3,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Agapornis,Agapornis lilianae
40.5,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Agapornis,Agapornis nigrigenis
52.5,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Agapornis,Agapornis personatus
37.5,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Agapornis,Agapornis pullarius
54.0,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Agapornis,Agapornis roseicollis
40.0,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Agapornis,Agapornis swindernianus
57.5,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Agapornis,Agapornis taranta
45.3,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaioides,Agelaioides badius
54.0,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius assimilis
59.5,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor
38.4,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius xanthomus
815.0,Animalia,Chordata,Aves,Galliformes,Numididae,Agelastes,Agelastes meleagrides
37.2,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelasticus,Agelasticus cyanopus
31.5,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelasticus,Agelasticus thilius
45.1,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelasticus,Agelasticus xanthophthalmus
0.128,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelenopsis,Agelenopsis aperta
6.94550214167414,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Aglaeactis,Aglaeactis castelnaudii
7.74854825112421,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Aglaeactis,Aglaeactis cupripennis
5.34789678284837,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Aglaeactis,Aglaeactis pamela
5.7,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Aglaiocercus,Aglaiocercus coelestis
5.1,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Aglaiocercus,Aglaiocercus kingii
4.9,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Aglaiocercus,Aglaiocercus kingii
0.0037,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Agonum,Agonum thoreyi
0.0116030080437144,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Agonum,Agonum viduum
9000.0,Animalia,Chordata,Mammalia,Rodentia,Cuniculidae,Cuniculus,Cuniculus paca
0.00025,Animalia,Arthropoda,Arachnida,Araneae,Liocranidae,Liocranoeca,Liocranoeca striata
99.15,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Agriornis,Agriornis lividus
67.65,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Agriornis,Agriornis micropterus
63.65,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Agriornis,Agriornis montanus
29.875,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Agriornis,Agriornis murinus
0.0053385391260156,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Agriotes,Agriotes lineatus
49.325,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Agropsar,Agropsar sturninus
138.0,Animalia,Chordata,Aves,Passeriformes,Ptilonorhynchidae,Ailuroedus,Ailuroedus buccoides
207.0,Animalia,Chordata,Aves,Passeriformes,Ptilonorhynchidae,Ailuroedus,Ailuroedus crassirostris
202.0,Animalia,Chordata,Aves,Passeriformes,Ptilonorhynchidae,Ailuroedus,Ailuroedus melanotis
30000.0,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ailuropoda,Ailuropoda melanoleuca
7000.0,Animalia,Chordata,Mammalia,Diprotodontia,Phalangeridae,Ailurops,Ailurops melanotis
10000.0,Animalia,Chordata,Mammalia,Diprotodontia,Phalangeridae,Ailurops,Ailurops ursinus
875.0,Animalia,Chordata,Mammalia,Carnivora,Ailuridae,Ailurus,Ailurus fulgens
4.913,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Peucaea,Peucaea aestivalis
19.9113661007978,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Peucaea,Peucaea botterii
15.0,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Peucaea,Peucaea carpalis
46.1,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Peucaea,Peucaea cassinii
27.1,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Aimophila,Aimophila notosticta
4.763,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Amphispizopsis,Amphispizopsis quinquestriata
4.675,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Aimophila,Aimophila ruficeps
570.0,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aix,Aix galericulata
62.0,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aix,Aix sponsa
1036.97,Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Platalea,Platalea ajaja
27.5,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Akialoa,Akialoa ellisiana
15.0,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Akialoa,Akialoa obscura
24.9,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon affinis
21.8,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon albiventer
26.725,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon caenosus
25.0,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon azarae
13.0,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Neomicroxus,Neomicroxus bogotensis
27.5,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon boliviensis
26.9,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon budini
39.85,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon cursor
32.5,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon dayi
50.5,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon dolores
39.0,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon juninensis
29.5,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon kofordi
39.0,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Neomicroxus,Neomicroxus latebricola
26.4,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon lindberghi
37.55,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Abrothrix,Abrothrix longipilis
20.7,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon lutescens
24.0,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon mimus
33.0,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon molinae
30.4,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon mollis
28.3,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon mystax
42.4,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon neocenus
19.9,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Thaptomys,Thaptomys nigrita
38.65,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon spegazzinii
28.03,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Abrothrix,Abrothrix olivaceus
39.0,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon orophilus
28.3,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon paranaensis
38.99,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon pervalens
23.0,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon philipmyersi
28.3,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon reigi
27.1,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon sanctipaulensis
28.3,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon serrensis
34.6,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon siberiae
42.5,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon simulator
28.6,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon spegazzinii
39.0,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon surdus
39.0,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon sylvanus
51.2,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon toba
39.0,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon torques
50.0,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Necromys,Necromys urichi
40.0,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon varius
41.2780207858856,Animalia,Chordata,Aves,Passeriformes,Alaudidae,Alaemon,Alaemon alaudipes
36.4,Animalia,Chordata,Aves,Passeriformes,Alaudidae,Alauda,Alauda arvensis
26.05,Animalia,Chordata,Aves,Passeriformes,Alaudidae,Alauda,Alauda gulgula
22.0,Animalia,Chordata,Aves,Passeriformes,Alaudidae,Alauda,Alauda razae
22.2,Animalia,Chordata,Aves,Passeriformes,Alaudidae,Alaudala,Alaudala cheleensis
179.8,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,Alca torda
31.1,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Alcedo,Alcedo atthis
33.4,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Ceyx,Ceyx azureus
42.9,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Alcedo,Alcedo euryzona
14.5,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Corythornis,Corythornis leucogaster
19.55,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Alcedo,Alcedo meninting
15.0,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Ceyx,Ceyx pusillus
34.5986993975207,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Alcedo,Alcedo quadribrachys
40.0998753115268,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Alcedo,Alcedo semitorquata
19.75,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Corythornis,Corythornis vintsioides
42750.0,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Alcelaphus,Alcelaphus buselaphus
167848.393727232,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Alcelaphus,Alcelaphus caama
89750.0,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Alces,Alces alces
435000.0,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Alces,Alces americanus
510000.0,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Alchornea,Alchornea costaricensis
17.5,Animalia,Chordata,Aves,Passeriformes,Pellorneidae,Alcippe,Alcippe brunnea
14.3,Animalia,Chordata,Aves,Passeriformes,Pellorneidae,Alcippe,Alcippe brunneicauda
14.0,Animalia,Chordata,Aves,Passeriformes,Pellorneidae,Alcippe,Alcippe castaneceps
11.0,Animalia,Chordata,Aves,Passeriformes,Pellorneidae,Alcippe,Alcippe cinerea
17.5,Animalia,Chordata,Aves,Passeriformes,Pellorneidae,Alcippe,Alcippe dubia
15.1,Animalia,Chordata,Aves,Passeriformes,Pellorneidae,Alcippe,Alcippe fratercula
14.75,Animalia,Chordata,Aves,Passeriformes,Pellorneidae,Alcippe,Alcippe grotei
15.1,Animalia,Chordata,Aves,Passeriformes,Pellorneidae,Alcippe,Alcippe hueti
14.0,Animalia,Chordata,Aves,Passeriformes,Pellorneidae,Alcippe,Alcippe klossi
15.3,Animalia,Chordata,Aves,Passeriformes,Pellorneidae,Alcippe,Alcippe morrisonia
15.8,Animalia,Chordata,Aves,Passeriformes,Pellorneidae,Alcippe,Alcippe nipalensis
14.75,Animalia,Chordata,Aves,Passeriformes,Pellorneidae,Alcippe,Alcippe peracensis
20.5,Animalia,Chordata,Aves,Passeriformes,Pellorneidae,Alcippe,Alcippe poioicephala
9.06476688735438,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,Alcockpenaeopsis,Alcockpenaeopsis hungerfordii
37.0,Animalia,Chordata,Aves,Passeriformes,Oreoicidae,Aleadryas,Aleadryas rufinucha
500.0,Animalia,Chordata,Aves,Galliformes,Phasianidae,Alectoris,Alectoris barbara
518.5,Animalia,Chordata,Aves,Galliformes,Phasianidae,Alectoris,Alectoris chukar
637.5,Animalia,Chordata,Aves,Galliformes,Phasianidae,Alectoris,Alectoris graeca
577.5,Animalia,Chordata,Aves,Galliformes,Phasianidae,Alectoris,Alectoris magna
724.0,Animalia,Chordata,Aves,Galliformes,Phasianidae,Alectoris,Alectoris melanocephala
441.0,Animalia,Chordata,Aves,Galliformes,Phasianidae,Alectoris,Alectoris philbyi
477.5,Animalia,Chordata,Aves,Galliformes,Phasianidae,Alectoris,Alectoris rufa
165.0,Animalia,Chordata,Aves,Columbiformes,Columbidae,Alectroenas,Alectroenas pulcherrimus
158.5,Animalia,Chordata,Aves,Columbiformes,Columbidae,Alectroenas,Alectroenas sganzini
16.0,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Alectrurus,Alectrurus tricolor
1100.0,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Alectura,Alectura lathami
32.45,Animalia,Chordata,Aves,Passeriformes,Turdidae,Alethe,Alethe castanea
32.2481007192672,Animalia,Chordata,Aves,Passeriformes,Turdidae,Alethe,Alethe diademata
49.0,Animalia,Chordata,Aves,Passeriformes,Turdidae,Pseudalethe,Pseudalethe fuelleborni
27.3,Animalia,Chordata,Aves,Passeriformes,Turdidae,Pseudalethe,Pseudalethe poliocephala
35.3,Animalia,Chordata,Aves,Passeriformes,Turdidae,Pseudalethe,Pseudalethe poliophrys
3546.26564148824,Animalia,Mollusca,Gastropoda,Littorinimorpha,Strombidae,Aliger,Aliger gigas
16.153,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Alionycteris,Alionycteris paucidentata
164.9,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona xanthops
153.5,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Alisterus,Alisterus amboinensis
232.2,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Alisterus,Alisterus scapularis
59.0,Animalia,Chordata,Mammalia,Rodentia,Dipodidae,Allactaga,Allactaga elater
232.0,Animalia,Chordata,Mammalia,Rodentia,Dipodidae,Allactaga,Allactaga euphratica
76.5,Animalia,Chordata,Mammalia,Rodentia,Dipodidae,Allactaga,Allactaga hotsoni
350.0,Animalia,Chordata,Mammalia,Rodentia,Dipodidae,Allactaga,Allactaga major
159.0,Animalia,Chordata,Mammalia,Rodentia,Dipodidae,Allactaga,Allactaga severtzovi
97.5,Animalia,Chordata,Mammalia,Rodentia,Dipodidae,Allactaga,Allactaga sibirica
52.0,Animalia,Chordata,Mammalia,Rodentia,Dipodidae,Allactaga,Allactaga tetradactyla
58.7,Animalia,Chordata,Mammalia,Rodentia,Dipodidae,Allactaga,Allactaga vinogradovi
23.3,Animalia,Chordata,Mammalia,Rodentia,Dipodidae,Allactaga,Allactaga williamsi
152.5,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alle,Alle alle
69.825,Animalia,Chordata,Aves,Passeriformes,Mimidae,Allenia,Allenia fusca
1187.0,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Allenopithecus,Allenopithecus nigroviridis
1.31640290814572,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Allium,Allium tricoccum
4.1,Animalia,Chordata,Amphibia,Anura,Aromobatidae,Allobates,Allobates femoralis
0.54,Animalia,Chordata,Amphibia,Anura,Aromobatidae,Allobates,Allobates trilineatus
77.5,Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Allocebus,Allocebus trichotis
47.833,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Allocricetulus,Allocricetulus curtatus
115.558,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Allocricetulus,Allocricetulus eversmanni
31.0,Animalia,Chordata,Amphibia,Anura,Allophrynidae,Allophryne,Allophryne ruthveni
14.771,Animalia,Mollusca,Cephalopoda,Myopsida,Loliginidae,Alloteuthis,Alloteuthis media
5.86e-05,Animalia,Arthropoda,Insecta,Hymenoptera,Figitidae,Alloxysta,Alloxysta victrix
192.369926407509,Animalia,Mollusca,Cephalopoda,Oegopsida,Neoteuthidae,Alluroteuthis,Alluroteuthis antarcticus
862.5,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes lagopus
36.35,Animalia,Chordata,Aves,Passeriformes,Pycnonotidae,Alophoixus,Alophoixus bres
24.125,Animalia,Chordata,Aves,Passeriformes,Pycnonotidae,Alophoixus,Alophoixus finschii
45.75,Animalia,Chordata,Aves,Passeriformes,Pycnonotidae,Alophoixus,Alophoixus flaveolus
36.35,Animalia,Chordata,Aves,Passeriformes,Pycnonotidae,Alophoixus,Alophoixus frater
42.425,Animalia,Chordata,Aves,Passeriformes,Pycnonotidae,Alophoixus,Alophoixus ochraceus
46.25,Animalia,Chordata,Aves,Passeriformes,Pycnonotidae,Alophoixus,Alophoixus pallidus
32.0,Animalia,Chordata,Aves,Passeriformes,Pycnonotidae,Alophoixus,Alophoixus phaeocephalus
33720.0,Animalia,Chordata,Elasmobranchii,Lamniformes,Alopiidae,Alopias,Alopias pelagicus
200090.0,Animalia,Chordata,Elasmobranchii,Lamniformes,Alopiidae,Alopias,Alopias superciliosus
14.0,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Alopochelidon,Alopochelidon fucata
1875.0,Animalia,Chordata,Aves,Anseriformes,Anatidae,Alopochen,Alopochen aegyptiaca
2075.0,Animalia,Chordata,Aves,Anseriformes,Anatidae,Alopochen,Alopochen aegyptiaca
6400.0,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,Alouatta belzebul
5862.461,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,Alouatta caraya
5659.14,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,Alouatta palliata
8000.0,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,Alouatta guariba
6398.31,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,Alouatta macconnelli
6157.91,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,Alouatta nigerrima
1819.0,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,Alouatta palliata
7000.032,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,Alouatta pigra
6611.043,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,Alouatta sara
1536.0,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,Alouatta seniculus
410000.0,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Alseis,Alseis blackiana
37.7,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Alticola,Alticola argentatus
36.0,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Alticola,Alticola macrotis
36.0,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Alticola,Alticola montosa
37.69,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Alticola,Alticola olchonensis
37.0,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Alticola,Alticola roylei
36.0,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Alticola,Alticola semicanus
27.467,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Alticola,Alticola stoliczkanus
6.1,Animalia,Chordata,Amphibia,Anura,Alytidae,Alytes,Alytes cisternasii
2.31,Animalia,Chordata,Amphibia,Anura,Alytidae,Alytes,Alytes muletensis
13.4,Animalia,Chordata,Amphibia,Anura,Alytidae,Alytes,Alytes obstetricans
23.15,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Amadina,Amadina erythrocephala
17.9,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Amadina,Amadina fasciata
26.5,Animalia,Chordata,Aves,Passeriformes,Petroicidae,Amalocichla,Amalocichla incerta
9.9,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Amandava,Amandava amandava
5.55,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Amandava,Amandava subflava
133.0,Animalia,Chordata,Aves,Gruiformes,Rallidae,Amaurolimnas,Amaurolimnas concolor
137.75,Animalia,Chordata,Aves,Gruiformes,Rallidae,Amaurornis,Amaurornis akool
95.9791644056147,Animalia,Chordata,Aves,Gruiformes,Rallidae,Amaurornis,Amaurornis flavirostra
202.0,Animalia,Chordata,Aves,Gruiformes,Rallidae,Amaurornis,Amaurornis olivacea
