"genus","species","taxon","taxon_provided","log10_range","mass_g","source_mass","n","kingdom","phylum","class","order","family","taxonomy_source","gbif_confidence","gbif_status","gbif_family","gbif_order","species_changed"
"Otopteropus","Otopteropus cartilagonodus","Otopteropus_cartilagonodus","Otopteropus cartilagonodus",0.00438554733014085,16.82,"Faurby_etal_2018; Smith_2003; rdataretriever-pantheria_rdataretriever-amniote-life-hist",3,"Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","GBIF",99,"ACCEPTED","Pteropodidae","Chiroptera",FALSE
"Otosaurus","Otosaurus cumingii","Otosaurus_cumingi","Otosaurus cumingi",0.00014252403406469,91.42,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Scincidae","GBIF",96,"ACCEPTED","Scincidae",NA,TRUE
"Otospermophilus","Otospermophilus atricapillus","Spermophilus_atricapillus","Spermophilus atricapillus",6.30561468060756e-06,551,"Smith_2003; rdataretriever-pantheria_rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Mammalia","Rodentia","Sciuridae","GBIF",98,"SYNONYM","Sciuridae","Rodentia",TRUE
"Otospermophilus","Otospermophilus beecheyi","Otospermophilus_beecheyi","Otospermophilus beecheyi; Spermophilus beecheyi",0.193282217663241,631.2,"Faurby_etal_2018; Quaardvark; Smith_2003; Tucker_etal_2014a; Tucker_etal_2014b; rdataretriever-mammal-life-hist_rdataretriever-pantheria_rdataretriever-amniote-life-hist",6,"Animalia","Chordata","Mammalia","Rodentia","Sciuridae","GBIF",98,"ACCEPTED","Sciuridae","Rodentia",TRUE
"Otospermophilus","Otospermophilus variegatus","Otospermophilus_variegatus","Otospermophilus variegatus; Spermophilus variegatus",0.0484864715952269,698.7,"AnAge; Faurby_etal_2018; Quaardvark; Smith_2003; Tucker_etal_2014b; rdataretriever-mammal-life-hist_rdataretriever-pantheria_rdataretriever-amniote-life-hist",6,"Animalia","Chordata","Mammalia","Rodentia","Sciuridae","GBIF",98,"ACCEPTED","Sciuridae","Rodentia",TRUE
"Ototylomys","Ototylomys phyllotis","Ototylomys_phyllotis","Ototylomys phyllotis",0.107004500550021,111.3,"Faurby_etal_2018; Smith_2003; rdataretriever-mammal-life-hist_rdataretriever-pantheria_rdataretriever-amniote-life-hist",3,"Animalia","Chordata","Mammalia","Rodentia","Cricetidae","GBIF",99,"ACCEPTED","Cricetidae","Rodentia",FALSE
"Otus","Otus alfredi","Otus_alfredi","Otus alfredi",0,123.3,"Wilman_etal_2014",1,"Animalia","Chordata","Aves","Strigiformes","Strigidae","GBIF",99,"ACCEPTED","Strigidae","Strigiformes",FALSE
"Otus","Otus alius","Otus_alius","Otus alius",0,123.3,"Wilman_etal_2014",1,"Animalia","Chordata","Aves","Strigiformes","Strigidae","GBIF",99,"ACCEPTED","Strigidae","Strigiformes",FALSE
"Otus","Otus angelinae","Otus_angelinae","Otus angelinae",0.0377885608894,78.78,"Wilman_etal_2014; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Aves","Strigiformes","Strigidae","GBIF",99,"ACCEPTED","Strigidae","Strigiformes",FALSE
"Otus","Otus bakkamoena","Otus_bakkamoena","Otus bakkamoena",0.116026303455129,129.1,"Wilman_etal_2014; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Aves","Strigiformes","Strigidae","GBIF",99,"ACCEPTED","Strigidae","Strigiformes",FALSE
"Otus","Otus balli","Otus_balli","Otus balli",0,123.3,"Wilman_etal_2014",1,"Animalia","Chordata","Aves","Strigiformes","Strigidae","GBIF",99,"ACCEPTED","Strigidae","Strigiformes",FALSE
"Otus","Otus beccarii","Otus_beccarii","Otus beccarii",0,165,"Wilman_etal_2014",1,"Animalia","Chordata","Aves","Strigiformes","Strigidae","GBIF",99,"ACCEPTED","Strigidae","Strigiformes",FALSE
"Otus","Otus brookii","Otus_brookii","Otus brookii",0,123.3,"Wilman_etal_2014",1,"Animalia","Chordata","Aves","Strigiformes","Strigidae","GBIF",99,"ACCEPTED","Strigidae","Strigiformes",FALSE
"Otus","Otus brucei","Otus_brucei","Otus brucei",0.0845095626098254,93.41,"Wilman_etal_2014; rdataretriever-bird-size_rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Aves","Strigiformes","Strigidae","GBIF",99,"ACCEPTED","Strigidae","Strigiformes",FALSE
"Otus","Otus capnodes","Otus_capnodes","Otus capnodes",0.0712255876098884,110,"Wilman_etal_2014; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Aves","Strigiformes","Strigidae","GBIF",99,"ACCEPTED","Strigidae","Strigiformes",FALSE
"Otus","Otus collari","Otus_collari","Otus collari",0.0325233336518316,78.95,"Wilman_etal_2014; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Aves","Strigiformes","Strigidae","GBIF",99,"ACCEPTED","Strigidae","Strigiformes",FALSE
"Otus","Otus elegans","Otus_elegans","Otus elegans",0.12963385781668,108,"Wilman_etal_2014; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Aves","Strigiformes","Strigidae","GBIF",99,"ACCEPTED","Strigidae","Strigiformes",FALSE
"Otus","Otus enganensis","Otus_enganensis","Otus enganensis",0.0206926786820278,102.4,"Wilman_etal_2014; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Aves","Strigiformes","Strigidae","GBIF",99,"ACCEPTED","Strigidae","Strigiformes",FALSE
"Otus","Otus everetti","Otus_everetti","Otus everetti",0,131.5,"rdataretriever-amniote-life-hist",1,"Animalia","Chordata","Aves","Strigiformes","Strigidae","GBIF",99,"ACCEPTED","Strigidae","Strigiformes",FALSE
"Otus","Otus fuliginosus","Otus_fuliginosus","Otus fuliginosus",0.0416746030401817,117.6,"Wilman_etal_2014; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Aves","Strigiformes","Strigidae","GBIF",99,"ACCEPTED","Strigidae","Strigiformes",FALSE
"Otus","Otus gurneyi","Mimizuku_gurneyi","Mimizuku gurneyi",0,253,"Wilman_etal_2014",1,"Animalia","Chordata","Aves","Strigiformes","Strigidae","GBIF",98,"SYNONYM","Strigidae","Strigiformes",TRUE
"Otus","Otus hartlaubi","Otus_hartlaubi","Otus hartlaubi",0,79,"Wilman_etal_2014; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Aves","Strigiformes","Strigidae","GBIF",99,"ACCEPTED","Strigidae","Strigiformes",FALSE
"Otus","Otus icterorhynchus","Otus_icterorhynchus","Otus icterorhynchus",0.00533393996078616,73.74,"Wilman_etal_2014; rdataretriever-bird-size_rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Aves","Strigiformes","Strigidae","GBIF",99,"ACCEPTED","Strigidae","Strigiformes",FALSE
"Otus","Otus insularis","Otus_insularis","Otus insularis",0,123.3,"Wilman_etal_2014",1,"Animalia","Chordata","Aves","Strigiformes","Strigidae","GBIF",99,"ACCEPTED","Strigidae","Strigiformes",FALSE
"Otus","Otus ireneae","Otus_ireneae","Otus ireneae",0.0151856052840564,49.44,"Wilman_etal_2014; rdataretriever-bird-size_rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Aves","Strigiformes","Strigidae","GBIF",99,"ACCEPTED","Strigidae","Strigiformes",FALSE
"Otus","Otus lempiji","Otus_lempiji","Otus lempiji",0.104078426685124,127.2,"Wilman_etal_2014; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Aves","Strigiformes","Strigidae","GBIF",99,"ACCEPTED","Strigidae","Strigiformes",FALSE
"Otus","Otus lettia","Otus_lettia","Otus lettia",0.104078426685124,127.2,"Wilman_etal_2014; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Aves","Strigiformes","Strigidae","GBIF",99,"ACCEPTED","Strigidae","Strigiformes",FALSE
"Otus","Otus longicornis","Otus_longicornis","Otus longicornis",0.0418355342848123,87.06,"Wilman_etal_2014; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Aves","Strigiformes","Strigidae","GBIF",99,"ACCEPTED","Strigidae","Strigiformes",FALSE
"Otus","Otus madagascariensis","Otus_madagascariensis","Otus madagascariensis",0,99.75,"rdataretriever-amniote-life-hist",1,"Animalia","Chordata","Aves","Strigiformes","Strigidae","GBIF",97,"ACCEPTED","Strigidae","Strigiformes",FALSE
"Otus","Otus magicus","Otus_magicus","Otus magicus",0.114878750087339,145.8,"Wilman_etal_2014; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Aves","Strigiformes","Strigidae","GBIF",99,"ACCEPTED","Strigidae","Strigiformes",FALSE
"Otus","Otus manadensis","Otus_manadensis","Otus manadensis",0.156644490548998,107.5,"Wilman_etal_2014; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Aves","Strigiformes","Strigidae","GBIF",99,"ACCEPTED","Strigidae","Strigiformes",FALSE
"Otus","Otus mantananensis","Otus_mantananensis","Otus mantananensis",0.0615180379192146,99,"Wilman_etal_2014; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Aves","Strigiformes","Strigidae","GBIF",99,"ACCEPTED","Strigidae","Strigiformes",FALSE
"Otus","Otus mayottensis","Otus_mayottensis","Otus mayottensis",0.00540846942385671,100.4,"Wilman_etal_2014; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Aves","Strigiformes","Strigidae","GBIF",99,"ACCEPTED","Strigidae","Strigiformes",FALSE
"Otus","Otus megalotis","Otus_megalotis","Otus megalotis",0.0196704667115881,174.4,"Wilman_etal_2014; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Aves","Strigiformes","Strigidae","GBIF",99,"ACCEPTED","Strigidae","Strigiformes",FALSE
"Otus","Otus mentawi","Otus_mentawi","Otus mentawi",0.0416746030401817,117.6,"Wilman_etal_2014; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Aves","Strigiformes","Strigidae","GBIF",99,"ACCEPTED","Strigidae","Strigiformes",FALSE
"Otus","Otus mindorensis","Otus_mindorensis","Otus mindorensis",0.127104798364808,107.6,"Wilman_etal_2014; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Aves","Strigiformes","Strigidae","GBIF",99,"ACCEPTED","Strigidae","Strigiformes",FALSE
"Otus","Otus mirus","Otus_mirus","Otus mirus",0.0130851804537879,60.41,"Wilman_etal_2014; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Aves","Strigiformes","Strigidae","GBIF",99,"ACCEPTED","Strigidae","Strigiformes",FALSE
"Otus","Otus moheliensis","Otus_moheliensis","Otus moheliensis",0.00218726243114229,105.2,"Wilman_etal_2014; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Aves","Strigiformes","Strigidae","GBIF",99,"ACCEPTED","Strigidae","Strigiformes",FALSE
"Otus","Otus nigrorum","Otus_nigrorum","Otus nigrorum",0,170.5,"rdataretriever-amniote-life-hist",1,"Animalia","Chordata","Aves","Strigiformes","Strigidae","GBIF",99,"ACCEPTED","Strigidae","Strigiformes",FALSE
"Otus","Otus pamelae","Otus_pamelae","Otus pamelae",0,68.5,"rdataretriever-amniote-life-hist",1,"Animalia","Chordata","Aves","Strigiformes","Strigidae","GBIF",99,"ACCEPTED","Strigidae","Strigiformes",FALSE
"Otus","Otus pauliani","Otus_pauliani","Otus pauliani",6.24929106627269e-05,69.5,"Wilman_etal_2014; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Aves","Strigiformes","Strigidae","GBIF",99,"ACCEPTED","Strigidae","Strigiformes",FALSE
"Otus","Otus pembaensis","Otus_pembaensis","Otus pembaensis",0.0919797213515774,111.5,"Wilman_etal_2014; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Aves","Strigiformes","Strigidae","GBIF",99,"ACCEPTED","Strigidae","Strigiformes",FALSE
"Otus","Otus rufescens","Otus_rufescens","Otus rufescens",0.00147276214303156,76.67,"Wilman_etal_2014; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Aves","Strigiformes","Strigidae","GBIF",99,"ACCEPTED","Strigidae","Strigiformes",FALSE
"Otus","Otus rutilus","Otus_rutilus","Otus rutilus",0.00540846942385671,100.4,"Wilman_etal_2014; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Aves","Strigiformes","Strigidae","GBIF",99,"ACCEPTED","Strigidae","Strigiformes",FALSE
"Otus","Otus sagittatus","Otus_sagittatus","Otus sagittatus",0.00303481574936582,123.1,"Wilman_etal_2014; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Aves","Strigiformes","Strigidae","GBIF",99,"ACCEPTED","Strigidae","Strigiformes",FALSE
"Otus","Otus scops","Otus_scops","Otus scops",0,92,"AnAge; Wilman_etal_2014; rdataretriever-amniote-life-hist",3,"Animalia","Chordata","Aves","Strigiformes","Strigidae","GBIF",99,"ACCEPTED","Strigidae","Strigiformes",FALSE
"Otus","Otus semitorques","Otus_semitorques","Otus semitorques",0.0183575725412126,119,"Wilman_etal_2014; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Aves","Strigiformes","Strigidae","GBIF",99,"ACCEPTED","Strigidae","Strigiformes",FALSE
"Otus","Otus senegalensis","Otus_senegalensis","Otus senegalensis",0.0096157687915994,67.75,"Wilman_etal_2014; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Aves","Strigiformes","Strigidae","GBIF",99,"ACCEPTED","Strigidae","Strigiformes",FALSE
"Otus","Otus siaoensis","Otus_siaoensis","Otus siaoensis",0.114878750087339,145.8,"Wilman_etal_2014; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Aves","Strigiformes","Strigidae","GBIF",99,"ACCEPTED","Strigidae","Strigiformes",FALSE
"Otus","Otus silvicola","Otus_silvicola","Otus silvicola",0,123.3,"Wilman_etal_2014",1,"Animalia","Chordata","Aves","Strigiformes","Strigidae","GBIF",99,"ACCEPTED","Strigidae","Strigiformes",FALSE
"Otus","Otus socotranus","Otus_socotranus","Otus socotranus",0,102.5,"rdataretriever-amniote-life-hist",1,"Animalia","Chordata","Aves","Strigiformes","Strigidae","GBIF",99,"ACCEPTED","Strigidae","Strigiformes",FALSE
"Otus","Otus spilocephalus","Otus_spilocephalus","Otus spilocephalus",0.00320513987521155,67.75,"Wilman_etal_2014; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Aves","Strigiformes","Strigidae","GBIF",99,"ACCEPTED","Strigidae","Strigiformes",FALSE
"Otus","Otus sulaensis","Otus_sulaensis","Otus sulaensis",0,126.7,"rdataretriever-amniote-life-hist",1,"Animalia","Chordata","Aves","Strigiformes","Strigidae","GBIF",99,"ACCEPTED","Strigidae","Strigiformes",FALSE
"Otus","Otus sunia","Otus_sunia","Otus sunia",0.058499134012765,81.85,"Cai_etal_2025; Wilman_etal_2014; rdataretriever-amniote-life-hist",3,"Animalia","Chordata","Aves","Strigiformes","Strigidae","GBIF",99,"ACCEPTED","Strigidae","Strigiformes",FALSE
"Otus","Otus thilohoffmanni","Otus_thilohoffmanni","Otus thilohoffmanni",0,110.2,"Wilman_etal_2014",1,"Animalia","Chordata","Aves","Strigiformes","Strigidae","GBIF",99,"ACCEPTED","Strigidae","Strigiformes",FALSE
"Otus","Otus umbra","Otus_umbra","Otus umbra",0,95,"Wilman_etal_2014; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Aves","Strigiformes","Strigidae","GBIF",99,"ACCEPTED","Strigidae","Strigiformes",FALSE
"Oulema","Oulema melanopus","Lema_melanopus","Lema melanopus",0.389926130642727,0.004836,"Brose_etal_2018; rdataretriever-predator-prey-body-ratio",2,"Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","GBIF",98,"SYNONYM","Chrysomelidae","Coleoptera",TRUE
"Oulimnius","Oulimnius tuberculatus","Oulimnius_tuberculatus","Oulimnius tuberculatus",0,0.0002442,"Brose_etal_2018",1,"Animalia","Arthropoda","Insecta","Coleoptera","Elmidae","GBIF",99,"ACCEPTED","Elmidae","Coleoptera",FALSE
"Ourebia","Ourebia ourebi","Ourebia_ourebi","Ourebia ourebi",0.0767290186061382,16780,"AnAge; Cai_etal_2025; Faurby_etal_2018; Hirt_etal_2017; Quaardvark; Smith_2003; rdataretriever-mammal-life-hist_rdataretriever-pantheria_rdataretriever-amniote-life-hist",7,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","GBIF",99,"ACCEPTED","Bovidae","Artiodactyla",FALSE
"Ouroborus","Ouroborus cataphractus","Ouroborus_cataphractus","Ouroborus cataphractus",0.000119001091826617,58.39,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Cordylidae","GBIF",99,"ACCEPTED","Cordylidae",NA,FALSE
"Ovalipes","Ovalipes catharus","Ovalipes_catharus","Ovalipes catharus",0,7419,"Davidson_1987",1,"Animalia","Arthropoda","Malacostraca","Decapoda","Ovalipidae","GBIF",99,"ACCEPTED","Ovalipidae","Decapoda",FALSE
"Ovalipes","Ovalipes ocellatus","Ovalipes_ocellatus","Ovalipes ocellatus",0,17.7,"Brose_etal_2018",1,"Animalia","Arthropoda","Malacostraca","Decapoda","Ovalipidae","GBIF",99,"ACCEPTED","Ovalipidae","Decapoda",FALSE
"Ovalipes","Ovalipes punctatus","Ovalipes_punctatus","Ovalipes punctatus",0,273.2,"sealifebase",1,"Animalia","Arthropoda","Malacostraca","Decapoda","Ovalipidae","GBIF",99,"ACCEPTED","Ovalipidae","Decapoda",FALSE
"Ovibos","Ovibos moschatus","Ovibos_moschatus","Ovibos moschatus",0.567717448090943,267400,"AnAge; Brose_etal_2018; Brown_etal_2018; Cai_etal_2025; Faurby_etal_2018; Hirt_etal_2017; Quaardvark; Smith_2003; rdataretriever-mammal-life-hist_rdataretriever-pantheria_rdataretriever-amniote-life-hist",9,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","GBIF",99,"ACCEPTED","Bovidae","Artiodactyla",FALSE
"Ovis","Ovis ammon","Ovis_ammon","Ovis ammon",0.71120446075303,130400,"AnAge; Brown_etal_2018; Cai_etal_2025; Faurby_etal_2018; Hirt_etal_2017; Quaardvark; Smith_2003; Tucker_etal_2014a; Tucker_etal_2014b; rdataretriever-mammal-life-hist_rdataretriever-pantheria_rdataretriever-amniote-life-hist",10,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","GBIF",99,"ACCEPTED","Bovidae","Artiodactyla",FALSE
"Ovis","Ovis aries","Ovis_aries","Ovis aries; Ovis orientalis; Ovis vignei",0.659361103694169,60810,"AnAge; Cai_etal_2025; Faurby_etal_2018; Gillooly_etal_2016; Quaardvark; Smith_2003; rdataretriever-mammal-life-hist; rdataretriever-mammal-life-hist_rdataretriever-pantheria_rdataretriever-amniote-life-hist",11,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","GBIF",98,"ACCEPTED","Bovidae","Artiodactyla",TRUE
"Ovis","Ovis canadensis","Ovis_canadensis","Ovis canadensis",0.729088360589519,75650,"AnAge; Brown_etal_2018; Cai_etal_2025; Faurby_etal_2018; Hirt_etal_2017; Quaardvark; Smith_2003; Tucker_etal_2014a; Tucker_etal_2014b; rdataretriever-mammal-life-hist_rdataretriever-pantheria_rdataretriever-amniote-life-hist",10,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","GBIF",99,"ACCEPTED","Bovidae","Artiodactyla",FALSE
"Ovis","Ovis dalli","Ovis_dalli","Ovis dalli",0.639104259863977,57980,"AnAge; Brown_etal_2018; Faurby_etal_2018; Quaardvark; Smith_2003; rdataretriever-mammal-life-hist_rdataretriever-pantheria_rdataretriever-amniote-life-hist",6,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","GBIF",99,"ACCEPTED","Bovidae","Artiodactyla",FALSE
"Ovis","Ovis nivicola","Ovis_nivicola","Ovis nivicola",0.121852832149077,84500,"Cai_etal_2025; Faurby_etal_2018; Smith_2003; rdataretriever-mammal-life-hist_rdataretriever-pantheria_rdataretriever-amniote-life-hist",4,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","GBIF",99,"ACCEPTED","Bovidae","Artiodactyla",FALSE
"Ovophis","Ovophis convictus","Ovophis_convictus","Ovophis convictus",0.309319592618432,583.4,"Feldman_etal_2016; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Reptilia","Squamata","Viperidae","GBIF",99,"ACCEPTED","Viperidae",NA,FALSE
"Ovophis","Ovophis makazayazaya","Ovophis_makazayazaya","Ovophis makazayazaya",0,687.8,"Feldman_etal_2016",1,"Animalia","Chordata","Reptilia","Squamata","Viperidae","GBIF",99,"ACCEPTED","Viperidae",NA,FALSE
"Ovophis","Ovophis monticola","Ovophis_monticola","Ovophis monticola",0.41466874785079,690.9,"Feldman_etal_2016; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Reptilia","Squamata","Viperidae","GBIF",99,"ACCEPTED","Viperidae",NA,FALSE
"Ovophis","Ovophis okinavensis","Ovophis_okinavensis","Ovophis okinavensis",0,521.2,"Cai_etal_2025; Feldman_etal_2016",2,"Animalia","Chordata","Reptilia","Squamata","Viperidae","GBIF",99,"ACCEPTED","Viperidae",NA,FALSE
"Ovophis","Ovophis tonkinensis","Ovophis_tonkinensis","Ovophis tonkinensis",0.598007447316766,240.5,"Feldman_etal_2016; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Reptilia","Squamata","Viperidae","GBIF",99,"ACCEPTED","Viperidae",NA,FALSE
"Ovophis","Ovophis zayuensis","Ovophis_zayuensis","Ovophis zayuensis",0.555759971674993,245.4,"Feldman_etal_2016; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Reptilia","Squamata","Viperidae","GBIF",99,"ACCEPTED","Viperidae",NA,FALSE
"Oxuderces","Oxuderces dentatus","Oxuderces_dentatus","Oxuderces dentatus",0,3.1,"Cai_etal_2025",1,"Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","GBIF",99,"ACCEPTED","Gobiidae","Perciformes",FALSE
"Oxybelis","Oxybelis aeneus","Oxybelis_aeneus","Oxybelis aeneus",0.599574477933731,850.3,"Feldman_etal_2016; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Reptilia","Squamata","Colubridae","GBIF",99,"ACCEPTED","Colubridae",NA,FALSE
"Oxybelis","Oxybelis brevirostris","Oxybelis_brevirostris","Oxybelis brevirostris",0,186.2,"Feldman_etal_2016",1,"Animalia","Chordata","Reptilia","Squamata","Colubridae","GBIF",99,"ACCEPTED","Colubridae",NA,FALSE
"Oxybelis","Oxybelis fulgidus","Oxybelis_fulgidus","Oxybelis fulgidus",0.298505937810829,1238,"Feldman_etal_2016; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Reptilia","Squamata","Colubridae","GBIF",99,"ACCEPTED","Colubridae",NA,FALSE
"Oxybelis","Oxybelis wilsoni","Oxybelis_wilsoni","Oxybelis wilsoni",0,665.8,"Feldman_etal_2016",1,"Animalia","Chordata","Reptilia","Squamata","Colubridae","GBIF",99,"ACCEPTED","Colubridae",NA,FALSE
